N,alpha_1,alpha_2,alpha_3,alpha_5,alpha_6,alpha_7,r,sigma_r,sigma_t,x0_1,x0_2,x0_3,x0_5,x0_6,x0_7,y0_1,y0_2,y0_3,y0_5,y0_6,y0_7
358.55585,3.7398267,3.733316,3.7538352,3.7282095,3.6665819,3.7298768,76.820816,0.038744323,0.49762502,79.42929,80.43365,79.79386,81.38526,87.376396,82.26449,135.56163,134.86115,135.1937,135.5692,136.98952,135.46365
359.0995,3.7388847,3.7325907,3.7512143,3.7486126,3.6800153,3.7317793,76.82369,0.041072335,0.4972565,79.46263,80.40269,79.79509,80.868385,86.15321,82.446,135.53513,134.8897,135.19089,135.43385,136.70264,135.61908
358.5725,3.7424085,3.7406247,3.7487426,3.7147362,3.695177,3.7244036,76.85121,0.05316614,0.45793495,79.3144,79.96663,79.86184,82.82108,84.99984,83.28674,135.72008,135.1129,135.21498,135.98497,136.46045,135.9041
359.83853,3.7427375,3.752093,3.7545226,3.7408726,3.698929,3.7065787,76.90463,0.051949024,0.48013306,79.402824,79.37418,79.85946,81.41667,85.312416,84.05661,135.69508,135.54991,135.26485,135.66048,136.56377,136.27348
359.47357,3.7429125,3.745791,3.7530587,3.7055333,3.7157362,3.7225704,76.86613,0.04473134,0.43786722,79.34546,79.5813,79.80436,83.929596,84.22325,82.87463,135.70216,135.34512,135.2433,136.29288,136.16963,135.79413
356.4012,3.7399573,3.7404187,3.7460809,3.6908975,3.765109,3.7080867,76.80901,0.04433717,0.4942571,79.3717,79.80422,79.8831,84.197044,79.510956,83.559555,135.60898,135.16078,135.1658,136.21654,134.61398,135.97556
357.58685,3.7421043,3.7458446,3.747893,3.7321825,3.7090468,3.7266421,76.86785,0.04086564,0.4739639,79.35776,79.451164,79.73192,80.79408,83.510155,82.421104,135.69574,135.42314,135.23471,135.42046,135.94196,135.59953
358.07037,3.7450187,3.7424064,3.7501733,3.7282603,3.6674907,3.724849,76.89594,0.039684456,0.45673195,79.27574,80.000465,79.768394,82.35936,86.87105,82.84085,135.80298,135.15694,135.26416,135.88823,136.9558,135.80077
360.7565,3.7417998,3.7445803,3.7575305,3.7377765,3.7455807,3.7096179,76.90254,0.03958381,0.50415754,79.39367,79.94049,79.854,82.033424,81.63634,84.34469,135.70029,135.20576,135.26247,135.8174,135.40945,136.3654
359.57278,3.741939,3.740117,3.7526262,3.745373,3.691076,3.7182953,76.899734,0.039037094,0.4649477,79.41201,80.030945,79.84802,80.60701,85.76391,83.526306,135.68335,135.14838,135.25836,135.40205,136.65517,136.06836
357.20874,3.740088,3.7511284,3.7480159,3.700843,3.7872572,3.7037492,76.809784,0.043992437,0.44712937,79.31602,79.185005,79.85199,83.76661,77.53701,83.93122,135.65634,135.49706,135.15282,136.16692,133.86258,136.1274
359.83453,3.7407973,3.7486157,3.7554038,3.7641573,3.6949852,3.722099,76.86967,0.040045284,0.4939314,79.413086,79.51042,79.84763,79.707344,85.25272,83.4793,135.66656,135.42937,135.22377,135.13162,136.46078,136.01996
358.41702,3.7393878,3.7475753,3.750165,3.7423968,3.7621102,3.7142248,76.83156,0.036873244,0.4884463,79.41866,79.64301,79.84151,80.59809,80.06152,83.39615,135.56894,135.29166,135.1925,135.35202,134.8038,135.92574
360.20746,3.7417803,3.7432923,3.7549262,3.7441065,3.6978521,3.7219646,76.88999,0.040532496,0.48007342,79.39585,79.95464,79.79488,81.092705,85.134186,83.31726,135.68199,135.2054,135.26205,135.53372,136.47545,135.98026
359.32065,3.740106,3.7426147,3.7527056,3.7310576,3.756049,3.72929,76.869804,0.042393178,0.5113829,79.39859,79.894875,79.79302,81.723564,81.12117,82.90759,135.67236,135.22014,135.23935,135.68633,135.19907,135.82469
358.83246,3.7442973,3.742916,3.7512898,3.7451553,3.7143848,3.727019,76.83294,0.04023941,0.489,79.34599,79.718216,79.80349,80.425766,83.623146,82.77863,135.6479,135.26988,135.19807,135.28096,135.94244,135.73752
356.3858,3.7437835,3.7500625,3.7450871,3.7283354,3.7256467,3.7094789,76.85139,0.04661727,0.4933008,79.33619,79.40598,79.79096,81.75023,81.92178,83.34314,135.7016,135.40866,135.21118,135.66443,135.41689,135.9101
360.86154,3.7449374,3.7490463,3.757314,3.772941,3.768215,3.7256858,76.88661,0.04335448,0.59242594,79.425385,79.93139,79.85064,79.67411,80.43485,83.2826,135.67793,135.19019,135.24759,135.13612,135.03026,135.98845
358.72018,3.7430284,3.748328,3.7512326,3.7480278,3.7150774,3.7237794,76.84268,0.041132603,0.5112726,79.2696,79.36642,79.79129,81.10951,83.48817,83.076294,135.73332,135.44174,135.19263,135.52806,135.97096,135.82002
359.07245,3.7408044,3.747707,3.7532516,3.7584882,3.7679007,3.7195742,76.90946,0.037636735,0.45036626,79.45304,79.776535,79.8074,80.27847,79.94004,83.04615,135.65128,135.30644,135.27226,135.32256,134.83037,135.88878
356.65396,3.7428327,3.735314,3.7457001,3.7775424,3.8055587,3.7063777,76.81928,0.039165586,0.5839099,79.33708,79.91243,79.832466,78.33689,77.35248,83.47927,135.64745,135.12578,135.17693,134.65189,133.77452,135.97408
358.08636,3.740925,3.7409368,3.751051,3.7511911,3.7744029,3.7091248,76.92633,0.041333683,0.5450465,79.54651,79.66399,79.7855,79.72419,79.467804,84.0128,135.6173,135.38052,135.30138,135.18459,134.70064,136.26584
358.37524,3.7440617,3.7490685,3.7503324,3.7588296,3.8016615,3.7315764,76.950005,0.04551269,0.53938156,79.41471,79.335686,79.79892,80.00134,77.13823,82.16697,135.76393,135.5669,135.32784,135.31885,133.85771,135.58241
358.76196,3.7399423,3.7514353,3.752301,3.7410054,3.7102134,3.7226317,76.97384,0.045052126,0.45380104,79.380875,79.54037,79.7823,81.402885,83.966934,82.89377,135.84007,135.47229,135.33994,135.75026,136.24872,135.90984
358.70868,3.7409325,3.7491567,3.7520971,3.6969786,3.7290175,3.7229836,76.93284,0.044918384,0.49402058,79.416405,79.596886,79.713425,84.575356,83.26612,83.023544,135.74019,135.40865,135.30682,136.47623,136.0301,135.8636
359.8341,3.743116,3.74924,3.756203,3.695709,3.7988071,3.7184033,76.8512,0.043493897,0.4667853,79.35905,79.569664,79.74671,84.70299,77.76301,83.73877,135.66402,135.31049,135.22206,136.3969,133.95639,136.1351
357.67633,3.739895,3.7418752,3.7500007,3.7181113,3.686705,3.7110114,76.85303,0.042283848,0.45755288,79.41423,79.94234,79.817116,82.52108,85.11221,83.68316,135.61798,135.12878,135.21124,135.89525,136.45457,136.10059
359.1763,3.7383995,3.7385552,3.7543423,3.742089,3.751317,3.7140994,76.81672,0.04157897,0.49811843,79.450966,80.060936,79.81409,81.148766,81.18239,83.78714,135.54176,135.03413,135.17612,135.47165,135.16736,136.06696
357.44138,3.7435348,3.7452648,3.7474375,3.74208,3.6949747,3.7117498,76.90446,0.037337158,0.45018408,79.26276,79.657234,79.78974,80.955925,84.44725,83.42651,135.83409,135.34187,135.2815,135.50406,136.27719,136.02713
358.76828,3.742439,3.7473125,3.7511747,3.7189014,3.7680497,3.7211583,76.890305,0.039452553,0.50140816,79.37253,79.99243,79.82871,82.53131,79.44975,83.029274,135.70682,135.14445,135.26239,135.92088,134.65361,135.87222
357.76318,3.7394176,3.745596,3.7503502,3.7065244,3.7461221,3.710245,76.845406,0.042142265,0.519489,79.380646,80.04933,79.783615,83.28429,81.052086,83.499374,135.63197,135.06561,135.20515,136.05927,135.16045,136.00763
359.17685,3.741956,3.7502742,3.7517524,3.7248461,3.7175207,3.7167137,76.88513,0.03416633,0.4837893,79.34134,79.4245,79.84831,82.420235,83.67861,83.73031,135.73528,135.4457,135.24347,135.90495,136.03802,136.15036
357.29724,3.7398894,3.7380881,3.7477324,3.7479844,3.6794953,3.7134435,76.86451,0.040350925,0.50869393,79.363914,79.91452,79.8026,79.941505,85.70623,83.03558,135.69548,135.17139,135.22334,135.13907,136.60173,135.85628
358.5886,3.7423155,3.7464707,3.7509065,3.7175877,3.6899745,3.710369,76.88546,0.039628115,0.4634804,79.29945,79.663506,79.8216,83.00092,84.99619,83.64806,135.78818,135.32137,135.24121,136.02591,136.41634,136.09624
358.03094,3.7430906,3.7412276,3.7499003,3.7292888,3.695406,3.716334,76.89772,0.03869723,0.48904234,79.37118,79.940475,79.80673,81.66541,84.98756,83.08896,135.71124,135.18115,135.27283,135.70503,136.41672,135.9026
358.7444,3.7430058,3.7477555,3.7526815,3.739762,3.67509,3.728091,76.86391,0.039115902,0.46915862,79.37964,79.66387,79.767586,81.34251,86.53792,82.85904,135.66731,135.33786,135.23653,135.57324,136.80794,135.7789
360.74927,3.740193,3.7450848,3.75519,3.7522988,3.704913,3.7135365,76.89638,0.042100243,0.55924654,79.46247,79.78786,79.90811,80.726,85.13903,84.116005,135.63339,135.29297,135.24754,135.41199,136.48477,136.28995
358.37943,3.7408707,3.7494135,3.7507765,3.713339,3.7909036,3.7267218,76.85086,0.041914422,0.55821204,79.29778,79.24653,79.8278,82.74933,78.788055,82.78152,135.71764,135.52913,135.21147,135.94025,134.38487,135.71288
357.40826,3.7400901,3.7488503,3.7490597,3.7186604,3.7667136,3.724327,76.848114,0.047833532,0.4599808,79.37844,79.347115,79.8146,82.04508,79.09205,82.60876,135.68924,135.43427,135.20404,135.7333,134.51385,135.66855
357.56195,3.741792,3.739341,3.7523787,3.696295,3.742323,3.70963,76.83375,0.04051757,0.4905002,79.348595,80.03652,79.74056,84.021996,81.484985,83.60795,135.66882,135.04019,135.20241,136.29475,135.38176,136.01497
357.64722,3.7428021,3.7477612,3.7493682,3.7663515,3.7882884,3.6994665,76.836624,0.035355836,0.4367581,79.31778,79.44901,79.80811,78.90385,78.017006,84.140274,135.69066,135.3844,135.20952,134.86128,134.09343,136.2137
358.4758,3.7401793,3.7360415,3.7530546,3.7012057,3.8277512,3.7319703,76.895874,0.0447764,0.5242836,79.42576,80.1507,79.77883,83.83473,75.40198,81.932144,135.65306,135.09229,135.27383,136.2495,133.06467,135.44876
358.4376,3.7456818,3.7465446,3.749744,3.7689831,3.6939664,3.717731,76.85312,0.043245576,0.62214327,79.33245,79.55993,79.825676,78.88948,85.081055,83.264854,135.70518,135.33932,135.22787,134.8569,136.47696,135.92654
357.30603,3.7419803,3.7392728,3.7490792,3.7224064,3.7149343,3.6998067,76.86859,0.047588605,0.45446423,79.39342,79.80117,79.75344,82.32983,83.33407,84.069855,135.65451,135.24599,135.24213,135.85014,135.91835,136.25475
358.50092,3.7419572,3.7416248,3.7512865,3.731524,3.7647607,3.7292793,76.85419,0.03378781,0.4630263,79.37803,80.07218,79.861725,81.82444,80.61551,82.79003,135.66391,135.08212,135.21341,135.69263,135.0051,135.7247
357.495,3.740907,3.745351,3.7481303,3.7503476,3.7565794,3.7201793,76.83456,0.036332168,0.45185775,79.319855,79.490906,79.81856,80.02269,80.443146,82.793655,135.66692,135.36803,135.19937,135.19365,134.97916,135.73058
359.1328,3.7406905,3.7468185,3.7535663,3.7223783,3.723058,3.725071,76.87142,0.036319368,0.4311772,79.38359,79.64901,79.795616,82.5556,83.13014,83.08835,135.66542,135.33972,135.24092,135.89374,135.85046,135.86134
357.39493,3.7379675,3.7452185,3.750457,3.7844942,3.6788619,3.721,76.86817,0.041667342,0.5135201,79.35727,79.64766,79.816185,78.06474,85.975876,82.79812,135.68425,135.3135,135.22707,134.56549,136.6969,135.75914
358.28284,3.7452812,3.7467713,3.7515752,3.7085016,3.7949038,3.7084029,76.857544,0.0358618,0.5639752,79.33999,79.60705,79.807755,83.06768,77.23366,83.767235,135.70244,135.33011,135.22626,135.99356,133.72845,136.13448
356.64172,3.7418559,3.742011,3.747154,3.7479377,3.668352,3.7064102,76.934,0.038672183,0.5412723,79.40273,79.66888,79.82909,80.93662,86.296,83.5575,135.7363,135.39113,135.31395,135.53874,136.81728,136.10558
358.1963,3.742931,3.7448075,3.749756,3.7050824,3.7829354,3.7136836,76.83649,0.04019117,0.43203142,79.37215,79.757164,79.79968,83.52849,78.60419,83.496185,135.63637,135.22557,135.1995,136.13548,134.27232,135.97375
360.19296,3.741609,3.7500472,3.7548554,3.764905,3.7003183,3.7158434,76.87609,0.037359342,0.54719746,79.38205,79.60961,79.82072,79.639435,85.20555,83.59336,135.68462,135.35622,135.24052,135.11671,136.49365,136.08908
359.08856,3.7441454,3.7412207,3.7532592,3.7621746,3.6987739,3.7116497,76.86695,0.037547164,0.52755356,79.36927,79.93648,79.830414,79.30897,85.021706,84.025505,135.69188,135.19164,135.2226,134.97267,136.43303,136.22612
359.68332,3.744411,3.7467995,3.7548943,3.7071955,3.813953,3.7318366,76.85603,0.037685845,0.4382244,79.35309,79.70277,79.76107,83.590195,77.00951,82.70582,135.69594,135.27017,135.23257,136.1726,133.66452,135.70172
356.78284,3.738033,3.7445056,3.7475214,3.7202764,3.7474413,3.705941,76.86146,0.03831545,0.46310174,79.39547,79.53483,79.77273,82.28392,80.858635,83.61353,135.63948,135.36183,135.2336,135.82532,135.15802,136.05154
357.78458,3.7420306,3.7508621,3.748899,3.7176867,3.7530155,3.7146685,76.84478,0.04310964,0.48717088,79.336555,79.42559,79.83365,82.3387,80.72511,83.32404,135.6936,135.40556,135.20262,135.85834,135.10023,135.92488
359.6333,3.7416482,3.7480474,3.7529945,3.729086,3.7427573,3.7193863,76.87987,0.045284435,0.43980128,79.42045,79.46532,79.831726,82.142685,81.8772,83.53677,135.65948,135.44592,135.24191,135.87631,135.43477,136.02191
361.13382,3.7420702,3.7483673,3.7571964,3.7615712,3.6757543,3.7321022,76.86144,0.038344566,0.4662886,79.335175,79.845764,79.80144,80.48586,86.97098,83.0896,135.70212,135.20807,135.23116,135.31169,136.87755,135.84618
360.536,3.7429528,3.744006,3.7556715,3.7385948,3.7164235,3.7327962,76.8804,0.04291622,0.5095936,79.41497,79.88724,79.81082,81.59276,83.9964,82.78328,135.65291,135.2062,135.25621,135.67958,136.17393,135.77081
358.24503,3.7436435,3.742688,3.7503593,3.758783,3.7434745,3.7250679,76.84685,0.042755693,0.43622446,79.37788,79.8627,79.80025,79.44039,81.09212,82.54471,135.6656,135.19652,135.21458,135.02197,135.2115,135.65004
358.786,3.7426229,3.7403622,3.7503796,3.74469,3.7752693,3.7089806,76.875465,0.040571846,0.4589342,79.28325,80.069954,79.86254,80.89874,79.41972,83.8088,135.76828,135.09969,135.23569,135.4805,134.67708,136.18398
357.22275,3.740858,3.7341328,3.749371,3.7217789,3.7467146,3.7059891,76.8836,0.040139582,0.49404255,79.27456,80.19343,79.84612,82.26859,81.027504,83.82067,135.8045,135.03265,135.24536,135.8486,135.21872,136.12593
358.2622,3.7400777,3.7533476,3.7492523,3.7577848,3.6648557,3.7136335,76.87149,0.04016775,0.4887239,79.34186,79.11582,79.84274,80.32897,86.76827,83.48781,135.70216,135.62012,135.24025,135.2999,136.87686,136.03848
356.95032,3.7389214,3.7479823,3.7450001,3.7193098,3.6375363,3.705037,76.88558,0.03964612,0.47957677,79.51593,79.33554,79.8139,82.30202,89.04624,83.81918,135.5679,135.51591,135.25856,135.84325,137.44377,136.11443
359.8311,3.741533,3.7483177,3.7552114,3.78155,3.6824791,3.722108,76.83592,0.036118854,0.522731,79.33242,79.61443,79.81991,77.97415,86.5818,83.175354,135.66951,135.32574,135.21057,134.51553,136.76164,135.85265
358.2326,3.74037,3.7411244,3.7495723,3.7640798,3.7696512,3.71344,76.84309,0.03954126,0.45494458,79.335655,79.877205,79.85953,79.02772,79.39406,83.37362,135.67018,135.16019,135.2125,134.90034,134.51964,135.95068
359.65552,3.7417755,3.7476978,3.7527783,3.7570977,3.782259,3.7211504,76.93374,0.046139978,0.48294368,79.40464,79.65682,79.88752,79.786995,79.377884,83.14249,135.7619,135.3978,135.28352,135.1821,134.63838,135.9563
357.02286,3.73845,3.743876,3.749938,3.7320366,3.7205431,3.7014143,76.86336,0.046843484,0.5070254,79.41748,79.66306,79.722176,81.72977,82.65721,83.86357,135.6178,135.34888,135.25043,135.65517,135.74533,136.15843
357.41534,3.739198,3.7473042,3.7487328,3.7168314,3.7417228,3.7052705,76.88702,0.041076362,0.47171,79.40484,79.657166,79.742584,82.383514,81.429085,84.02387,135.6653,135.31145,135.24861,135.88545,135.33704,136.2255
358.49072,3.7407446,3.7485764,3.749725,3.7165735,3.711902,3.7247288,76.890526,0.036149524,0.4867687,79.39208,79.549644,79.79161,82.92751,83.20671,82.94739,135.69394,135.38612,135.25734,136.03957,135.92159,135.82843
357.08243,3.74094,3.750853,3.7459853,3.7028193,3.6986961,3.7075324,76.81892,0.038954757,0.5057082,79.3146,79.2137,79.868034,83.811134,84.56976,83.62644,135.66257,135.50706,135.17235,136.18887,136.2231,136.05106
357.87466,3.7409751,3.7413845,3.7514637,3.7194722,3.813525,3.7126708,76.87048,0.03803726,0.5163905,79.36646,79.7839,79.78802,82.53061,76.33526,83.31621,135.67332,135.24614,135.24796,135.90804,133.42896,135.97707
359.36703,3.7413676,3.7451684,3.7536783,3.739764,3.7849762,3.7225635,76.91034,0.038206622,0.45979223,79.39981,79.89333,79.86276,81.564064,78.79122,83.254776,135.70686,135.232,135.2745,135.65866,134.46352,135.95456
356.82565,3.73902,3.735069,3.7460508,3.7422156,3.7712615,3.711209,76.86984,0.036433708,0.47306982,79.374535,79.98687,79.848114,80.755165,78.81158,83.45511,135.66641,135.1316,135.23643,135.41277,134.39787,136.00632
358.7294,3.7406065,3.7535162,3.7523792,3.752115,3.7727277,3.718696,76.88462,0.0390976,0.46118057,79.353905,79.2954,79.84677,80.11724,79.41384,82.9954,135.71199,135.52675,135.2569,135.29301,134.69351,135.83746
360.08133,3.7440515,3.7484007,3.7547965,3.7535026,3.7254145,3.719512,76.93166,0.039619755,0.42057648,79.434425,79.58385,79.82931,80.953186,83.1418,83.32662,135.69502,135.42043,135.30322,135.48419,135.93408,136.03253
360.90344,3.741984,3.7529554,3.7551591,3.7834554,3.7504866,3.7074363,76.89752,0.047511265,0.49893352,79.35421,79.49141,79.90828,79.10971,81.35952,84.41544,135.70442,135.44125,135.24608,134.95557,135.35413,136.42162
358.0712,3.7423928,3.73974,3.7496867,3.702778,3.754958,3.7222571,76.86408,0.0362462,0.42389566,79.32821,79.962234,79.853065,83.48969,80.481155,83.01973,135.70464,135.17058,135.22348,136.16374,134.98193,135.83934
361.03622,3.7431142,3.746161,3.7583044,3.7692292,3.6493008,3.7208972,76.87086,0.042774253,0.4617999,79.349396,79.559906,79.8686,79.894844,88.77562,83.329926,135.69649,135.34485,135.23486,135.17749,137.30188,135.95546
359.1895,3.7418294,3.7460916,3.7525253,3.7496607,3.6443057,3.7206237,76.89365,0.041141313,0.5023664,79.43164,79.50661,79.79033,80.78878,89.31203,83.334885,135.66597,135.45442,135.25958,135.49742,137.43675,135.99893
359.3962,3.740244,3.7467196,3.7521594,3.726495,3.7504063,3.7215078,76.86026,0.038245793,0.48662287,79.36192,79.8836,79.81569,82.0321,81.41767,83.429665,135.67229,135.19112,135.22472,135.77551,135.32974,135.97934
357.46524,3.7436826,3.7417593,3.746143,3.717528,3.732085,3.7131298,76.84831,0.03870227,0.51687264,79.28494,79.818855,79.79912,82.52261,82.418564,83.420135,135.72238,135.19307,135.21382,135.86012,135.61864,135.95546
357.63498,3.743694,3.746169,3.7489502,3.6891985,3.7118201,3.7118468,76.84412,0.044631597,0.45279023,79.27099,79.684166,79.78252,84.583786,83.33273,83.200676,135.7589,135.29762,135.20226,136.36493,135.87561,135.8906
359.972,3.7425852,3.7490196,3.7551918,3.6963542,3.7122126,3.7290747,76.839806,0.046894047,0.47649717,79.32372,79.59614,79.698425,84.74155,84.2002,82.65826,135.67146,135.29617,135.20714,136.40848,136.11243,135.66388
360.264,3.7412322,3.750096,3.75544,3.7153418,3.7906604,3.7274714,76.85762,0.044446487,0.48830616,79.35918,79.66138,79.701584,83.61061,78.29281,82.88771,135.6497,135.31172,135.23866,136.16673,134.146,135.77515
357.40967,3.7431605,3.7429395,3.7482932,3.7620852,3.7788634,3.7101545,76.8281,0.039385863,0.43207854,79.28807,79.8806,79.782,79.04948,78.406006,83.41218,135.71198,135.1643,135.18646,134.88402,134.22629,135.966
360.1709,3.741867,3.7446132,3.7547615,3.7755287,3.732474,3.7243984,76.87861,0.038278196,0.4646591,79.31602,79.71835,79.787384,78.84014,82.51651,83.175,135.74512,135.30444,135.24376,134.86974,135.68358,135.91014
359.04526,3.7399535,3.7408621,3.7541335,3.7489727,3.6809444,3.7204537,76.841896,0.034986082,0.47468907,79.34164,79.91025,79.821526,80.62988,85.84883,83.24156,135.6552,135.14926,135.20813,135.32832,136.64738,135.89339
357.54153,3.7383742,3.7440004,3.7483294,3.719316,3.7531323,3.7279017,76.851204,0.036501646,0.58327395,79.311424,79.50044,79.8266,82.30825,80.27508,82.65971,135.73611,135.40117,135.21211,135.80945,134.87827,135.68477
358.8678,3.740102,3.7423267,3.752748,3.7348995,3.7689035,3.7246046,76.84475,0.036900718,0.5428758,79.358864,79.70593,79.83304,81.67292,79.06691,82.82077,135.65611,135.28305,135.22687,135.66965,134.46992,135.73584
356.97177,3.742736,3.7446063,3.747274,3.7500062,3.7678106,3.7053692,76.84266,0.037806354,0.43807507,79.26701,79.45942,79.869255,80.12585,79.51672,84.00544,135.73839,135.37862,135.22087,135.19022,134.66896,136.18785
357.67953,3.7451305,3.7459304,3.7473435,3.7044606,3.7472732,3.7058127,76.85206,0.03794163,0.449749,79.26499,79.783066,79.80951,83.286415,80.58064,83.65406,135.76585,135.24454,135.22787,136.1315,134.99055,136.06677
356.74017,3.7410133,3.7401447,3.7476072,3.7241433,3.7348807,3.7065315,76.87349,0.03819866,0.48285854,79.2742,79.90346,79.798874,81.97795,81.20326,83.54965,135.78615,135.19475,135.23058,135.74542,135.2504,136.05077
356.61618,3.740983,3.7441313,3.7467132,3.7077596,3.7079463,3.7077773,76.88382,0.03944309,0.48118284,79.30626,79.60878,79.78032,83.02522,83.32816,83.51111,135.76825,135.3511,135.25154,136.07664,135.9246,136.05699
358.98822,3.7402287,3.7486005,3.751633,3.736615,3.8454943,3.725996,76.89848,0.040753633,0.44036812,79.45716,79.37061,79.79357,81.57396,74.482025,82.82944,135.65305,135.50005,135.26657,135.70024,132.65634,135.78946
358.6326,3.7406054,3.7437205,3.7516875,3.7454772,3.7798145,3.7247393,76.866356,0.035919443,0.49089086,79.40642,79.79242,79.798195,80.791534,78.7719,83.10092,135.65923,135.24947,135.22615,135.42352,134.35468,135.85608
358.70993,3.7449799,3.7523255,3.750079,3.7585418,3.7076595,3.7112596,76.879715,0.04036107,0.4849007,79.33493,79.52232,79.84859,80.23802,84.10435,83.712845,135.7432,135.39813,135.2397,135.31111,136.14203,136.0908
359.35706,3.7452803,3.7497804,3.751746,3.7486017,3.7101688,3.7129097,76.88394,0.040883727,0.49935424,79.34694,79.72879,79.873566,81.02406,84.69379,83.76438,135.7374,135.3129,135.2421,135.52063,136.34344,136.11719
357.2589,3.7406669,3.740985,3.7464416,3.7759602,3.7437644,3.7143362,76.897255,0.047336914,0.5604523,79.35449,79.62425,79.86778,78.228935,81.38417,82.92031,135.7443,135.36607,135.25586,134.71217,135.35342,135.82274
357.6529,3.7383325,3.7430222,3.747391,3.7038777,3.787987,3.7060108,76.87026,0.041745298,0.52233624,79.39204,79.59994,79.82672,83.463615,77.703255,83.709,135.65504,135.34473,135.24005,136.13931,133.96652,136.12553
357.57346,3.738884,3.7473476,3.7485886,3.7457309,3.7103744,3.7105262,76.843315,0.042271078,0.5585007,79.387375,79.61388,79.82443,80.60936,83.36593,83.49924,135.61952,135.29811,135.19798,135.36969,135.93045,135.99474
359.4016,3.742336,3.7420588,3.7530532,3.7310882,3.7491286,3.7153227,76.8925,0.035749253,0.4210079,79.393,79.902374,79.83799,82.036514,81.368866,83.62072,135.70103,135.22308,135.25967,135.8268,135.35065,136.10371
361.59637,3.741691,3.748652,3.7589345,3.7688239,3.7413554,3.7266006,76.9011,0.037512947,0.46640617,79.41167,79.83233,79.79292,79.44358,82.57919,83.26211,135.70111,135.29912,135.26555,135.05824,135.73648,135.96738
359.7468,3.7409554,3.753369,3.7543256,3.7506406,3.7162385,3.7217417,76.81678,0.04049883,0.51906383,79.273705,79.24019,79.838615,80.20374,83.71343,83.26412,135.70987,135.5104,135.17943,135.21678,135.97108,135.88168
361.7099,3.7444737,3.7536743,3.7581778,3.766488,3.6835706,3.7356977,76.92325,0.04383612,0.4415415,79.266235,79.55065,79.84334,80.13574,86.60572,83.05113,135.83978,135.47049,135.28822,135.36092,136.90813,135.89105
357.8807,3.7427998,3.7514002,3.750356,3.756357,3.748656,3.7141452,76.85871,0.04389273,0.41007462,79.32796,79.41365,79.84792,80.07831,80.989815,83.58873,135.72475,135.4518,135.23024,135.18861,135.18414,136.0245
357.95255,3.7423146,3.7502885,3.751187,3.7327056,3.7262142,3.7144923,76.85309,0.03839758,0.50866246,79.32082,79.3252,79.78847,81.69264,82.03382,83.090935,135.70712,135.47067,135.2114,135.70087,135.48148,135.83835
358.7775,3.742382,3.748193,3.7532659,3.7332356,3.7255566,3.7313764,76.92527,0.038042102,0.5282843,79.38336,79.557724,79.824554,81.66659,82.93482,82.30447,135.75856,135.4419,135.28809,135.72362,135.90988,135.59431
360.82678,3.743833,3.7488704,3.7534933,3.7482815,3.7523427,3.7303143,76.86964,0.04021945,0.4699158,79.41961,79.81815,79.88971,81.36405,81.10431,83.27104,135.63649,135.22377,135.23843,135.6014,135.18925,135.91188
356.95462,3.7433321,3.7382689,3.748451,3.7659576,3.7103817,3.706288,76.87143,0.04038185,0.4907112,79.33286,79.95724,79.73724,79.00933,83.36153,83.43679,135.71394,135.14243,135.24483,134.8849,135.93219,136.04253
358.9605,3.7424672,3.743652,3.7527335,3.7454183,3.7093098,3.7278059,76.90464,0.03864172,0.58023095,79.391,79.75916,79.81797,81.03068,83.860985,82.85053,135.71103,135.29947,135.26082,135.51038,136.13446,135.80511
357.83005,3.740273,3.7467265,3.7490757,3.7118368,3.7235556,3.7210393,76.88714,0.039020382,0.56893665,79.37421,79.5404,79.817635,83.24833,82.46816,82.70104,135.69441,135.40976,135.24615,136.07144,135.68617,135.75887
359.35916,3.742015,3.7418687,3.7534087,3.660845,3.710095,3.7161224,76.81989,0.04202527,0.47974968,79.410576,79.96588,79.7842,86.87646,84.45643,83.73977,135.58022,135.08315,135.18736,136.84413,136.18452,136.08093
356.24973,3.7387788,3.7432294,3.7449167,3.6942127,3.7447968,3.696955,76.87206,0.03568361,0.48636758,79.37371,79.62655,79.79235,83.9288,80.9958,83.83844,135.7036,135.32494,135.23962,136.22266,135.22505,136.14305
359.51514,3.7413616,3.7504542,3.7519038,3.7560697,3.678278,3.7166164,76.89977,0.037757073,0.5035622,79.3882,79.38951,79.80791,80.65836,86.30253,83.367645,135.71738,135.49008,135.27167,135.40675,136.78827,136.00119
358.20267,3.7411613,3.7528536,3.7524884,3.7355888,3.6468294,3.7174258,76.88399,0.039824422,0.5408026,79.360016,79.23762,79.83654,81.36781,88.57135,83.28276,135.72765,135.5644,135.24828,135.56322,137.29137,135.96489
359.92896,3.7420182,3.7465637,3.7530944,3.745153,3.7666585,3.7265217,76.87191,0.04300115,0.52318823,79.443794,79.67096,79.84752,81.13576,80.41189,82.9478,135.62193,135.29872,135.23245,135.54448,134.94267,135.82346
358.59805,3.7392864,3.7430923,3.7506592,3.766817,3.756125,3.7167091,76.857086,0.036289547,0.51951236,79.402855,79.74791,79.86184,79.413155,80.93249,83.21851,135.64246,135.26868,135.22403,134.99782,135.12794,135.91374
357.0176,3.739036,3.7380314,3.7460718,3.7384193,3.7572188,3.7161572,76.89479,0.037984,0.49042866,79.41186,80.15874,79.85891,80.8964,79.94972,83.04507,135.70387,135.06615,135.25882,135.49895,134.83679,135.89734
