N,alpha_1,alpha_2,alpha_3,alpha_5,alpha_6,alpha_7,r,sigma,x0_1,x0_2,x0_3,x0_5,x0_6,x0_7,y0_1,y0_2,y0_3,y0_5,y0_6,y0_7
359.2573,3.7478282,3.711026,3.7617676,3.776905,3.771957,3.7807243,77.56959,0.35328245,79.59822,82.48547,79.1421,78.72801,79.31032,78.922905,136.45856,134.63062,135.95526,135.26207,135.0525,134.69942
359.49942,3.7348404,3.714635,3.7552269,3.8337228,3.634096,3.785316,77.70586,0.33132625,80.262695,82.13272,79.7754,74.60191,89.88594,78.4915,135.87285,134.85915,136.12436,134.27602,138.84209,134.76059
360.12296,3.7242053,3.7803237,3.7491376,3.8790686,3.9083915,3.6798477,77.650154,0.33430743,80.9186,77.794975,80.34039,71.36066,70.022285,86.390686,135.18475,137.42197,135.94174,133.05066,131.70085,137.87477
360.87057,3.748415,3.7477593,3.75493,3.6735873,3.7061722,3.7605896,77.56641,0.34689695,79.51594,80.167404,80.11789,86.300514,84.85558,80.827866,136.42155,136.02483,135.92741,137.77844,137.06319,135.55307
358.5376,3.7216198,3.7409434,3.752917,3.7204032,3.6917183,3.8174553,76.94928,0.35212356,80.512436,79.98915,79.79286,82.21807,85.22093,76.229,134.69711,135.26785,135.3784,135.74562,136.53806,132.91968
358.56955,3.7287488,3.7040029,3.752076,3.8438995,3.811579,3.7445483,77.39239,0.3861617,80.495285,82.81359,79.77919,73.0936,76.28503,81.02662,135.46024,134.15948,135.7828,133.33775,134.30197,135.80402
358.95828,3.735606,3.7164578,3.7570581,3.8285778,3.8129199,3.8238134,77.48348,0.3361416,80.07484,81.91811,79.61025,74.532326,76.34108,75.69022,135.84843,134.68799,135.81178,134.35391,134.01848,133.45378
358.18326,3.7325203,3.749159,3.753334,3.7394118,3.634493,3.793182,77.132164,0.33904758,80.23879,79.63,79.61347,80.982796,89.412346,77.73332,135.4265,135.89731,135.47197,135.59854,137.94032,133.8834
359.75388,3.7415748,3.7190964,3.7542152,3.850745,3.668961,3.7497294,77.28009,0.3489849,79.69304,81.80999,79.86108,73.23896,86.983955,80.95235,136.04082,134.79803,135.83429,133.11084,136.87282,135.43546
358.66473,3.7437341,3.752821,3.7518349,3.7776065,3.6767023,3.8516927,77.43812,0.3507774,79.58668,79.53788,79.93138,78.07554,86.43616,73.785805,136.14893,136.15567,135.77116,135.29857,137.80789,132.1191
359.69272,3.743944,3.7842941,3.7609522,3.7857895,3.7226708,3.716287,77.45397,0.3510481,79.65531,77.4536,79.24513,78.01516,83.27474,83.38732,136.09024,137.32014,135.85132,134.94894,136.84834,136.63916
359.86957,3.7320101,3.751811,3.7497013,3.667777,3.6485004,3.7796738,77.74323,0.34078756,80.47201,79.712845,80.270325,86.6024,88.783356,79.123276,135.6954,136.21945,136.1138,138.2237,138.85529,134.973
360.99774,3.744566,3.7291634,3.7561603,3.6575646,3.7487445,3.7322314,77.35721,0.33955324,79.654305,80.96727,79.866066,87.45435,82.08603,82.707405,136.156,134.9354,135.76215,137.73634,135.39517,136.3891
359.1255,3.747004,3.7665904,3.75574,3.6307924,3.6440532,3.6870015,77.230804,0.3456938,79.36991,78.44088,79.672935,89.12282,89.04932,85.44676,136.23302,136.19348,135.66005,137.47049,137.85898,136.98691
359.02243,3.7471757,3.7470653,3.7530067,3.7949438,3.785514,3.6540368,77.53019,0.33143988,79.49681,80.13373,79.82019,76.46027,77.85591,87.76242,136.44852,136.13728,136.00856,134.86194,134.49124,138.23401
359.3164,3.7353833,3.694201,3.7519062,3.8009381,3.8477418,3.8421426,77.37676,0.3689276,80.05207,83.74479,79.95653,76.92809,73.81136,74.47376,135.70882,133.63011,135.88956,134.78313,133.44566,132.57332
360.5745,3.73849,3.6704562,3.7583225,3.7293882,3.8688471,3.7793956,77.37776,0.324658,79.901474,84.86331,79.69127,82.00405,72.91408,79.191086,135.79005,132.54399,135.8392,136.36285,132.57777,134.8075
359.89627,3.7405922,3.733612,3.7518005,3.6969728,3.6421292,3.7569752,77.36096,0.31719866,79.80892,80.5215,80.075935,84.7458,89.25379,80.71807,135.97389,135.41563,135.80603,136.62772,138.015,135.51154
358.64975,3.7333941,3.752013,3.7517803,3.7111328,3.6526754,3.7266698,77.447205,0.31911469,80.29371,79.3799,79.92927,83.0928,88.04628,82.19851,135.72037,136.1708,135.83011,136.5249,137.48276,136.36166
359.09064,3.75691,3.7236073,3.7531765,3.8176217,3.736554,3.7091498,77.46624,0.33795467,79.006134,81.45622,79.74772,75.177315,82.12405,83.75954,136.97943,134.98657,135.94737,134.36356,136.2274,136.7933
359.1505,3.73595,3.6720102,3.7552843,3.7827146,3.6390564,3.7316318,77.23064,0.3631996,79.98588,84.74907,79.58618,78.521675,89.227715,82.277504,135.57645,132.72667,135.61989,135.15004,138.1071,135.91794
358.73053,3.7406216,3.7931395,3.7508264,3.6485357,3.6960309,3.654667,77.32358,0.32947165,79.80687,76.51039,79.85078,87.73316,84.715,87.90873,135.91623,137.44939,135.76164,137.54762,137.08154,137.71318
358.56372,3.7302148,3.7389407,3.7493978,3.6653018,3.7305968,3.6256216,77.331764,0.315922,80.22876,80.247635,80.06633,86.343475,82.46147,89.83313,135.44893,135.3885,135.71402,137.14204,135.58867,138.43509
360.62033,3.7313917,3.7824125,3.7522273,3.8634436,3.7518399,3.7608747,77.628426,0.3205278,80.54137,77.68728,80.07566,72.44801,81.48352,80.263466,135.65553,137.18475,136.00836,133.55464,135.80574,135.80888
359.57593,3.7312007,3.725203,3.7485776,3.628047,3.7363586,3.7703419,77.48552,0.35701165,80.37096,81.485695,80.12484,89.912735,82.466255,79.66126,135.6232,135.13017,135.83617,138.13129,136.09035,135.31078
359.67172,3.7388551,3.7067077,3.750743,3.638923,3.753901,3.7539728,77.564156,0.35417926,80.054886,82.649826,80.1444,88.73454,80.45422,80.61807,136.17159,134.23361,135.99323,137.81194,135.71074,135.75137
359.89267,3.7387478,3.7162395,3.7503574,3.7092986,3.8849363,3.803613,77.799484,0.35276377,80.10469,82.28719,80.19226,83.26794,71.84092,76.98328,136.12973,134.97475,136.01996,136.96056,132.29845,134.21964
358.63693,3.7428753,3.7376397,3.754118,3.7508755,3.7325099,3.6791203,77.57776,0.31800985,79.818115,80.50484,79.669395,80.353035,82.37819,85.805046,136.1379,135.68265,135.93698,135.77522,136.06139,137.83092
362.52908,3.7509925,3.7774405,3.7593548,3.7049057,3.7416255,3.7224374,78.06814,0.3320063,79.83002,78.36182,80.06532,84.386345,81.894226,83.61056,136.99672,137.3367,136.51337,137.90555,136.80653,137.34416
357.7478,3.7345529,3.6709394,3.7421784,3.8421905,3.8865266,3.792539,77.31093,0.33889866,80.05072,84.6936,80.434875,73.66475,70.7384,77.50772,135.67062,132.70628,135.68134,133.39081,131.18452,134.03178
359.34018,3.7589633,3.7146156,3.7555172,3.7646508,3.7872071,3.7457538,77.522125,0.32387516,78.8786,82.05876,79.7183,78.93987,78.12696,81.39295,137.14822,134.6775,135.8596,135.82513,134.79738,135.64706
358.6192,3.7362094,3.778331,3.7503195,3.8647313,3.7497323,3.694853,77.24233,0.33548513,80.017044,77.56384,79.90539,71.8902,80.81672,84.5941,135.67319,136.79321,135.71463,132.76254,135.40767,136.93533
358.52106,3.7369182,3.7207868,3.7533846,3.6836264,3.8456926,3.698508,77.39166,0.33438322,80.06783,81.63229,79.66128,85.04368,73.70942,84.44694,135.89035,134.85788,135.8582,137.17297,132.94162,136.86757
360.05554,3.7482402,3.750222,3.74859,3.7140567,3.6299133,3.7843919,77.6178,0.33068395,79.42901,79.94146,80.36468,83.01376,89.90009,78.67109,136.62524,135.93945,135.93077,136.8039,138.3886,134.7548
361.57663,3.7432587,3.7176902,3.7515552,3.7883906,3.7282128,3.7569451,77.68575,0.3553766,79.984886,82.12364,80.400696,78.38328,83.58659,81.041336,136.3805,134.86926,136.0689,135.23615,136.73885,135.81393
358.74683,3.7272837,3.7859762,3.746822,3.875533,3.8699403,3.707582,77.3277,0.32724038,80.37004,77.01298,80.220856,71.147896,72.08901,83.71053,135.1202,137.03792,135.73251,132.38411,132.26714,136.70941
357.6181,3.7446842,3.6985831,3.7529907,3.842083,3.8266275,3.6305397,77.28694,0.35351053,79.45935,82.81269,79.48463,73.46306,74.98009,89.250626,136.16408,134.19695,135.6641,133.28618,133.04828,138.33044
359.3631,3.7399604,3.7259524,3.7495217,3.799859,3.7247899,3.794727,77.45142,0.33309847,79.90463,81.60376,80.237816,76.876335,83.13213,77.63192,135.88249,135.16559,135.85777,134.54541,136.35461,134.29024
360.48798,3.7510147,3.756318,3.7562592,3.8004122,3.6691203,3.8155558,77.27742,0.37408718,79.2678,79.41016,79.8444,76.97097,87.37115,76.77473,136.42068,136.16273,135.61713,134.68738,137.39111,133.51115
359.63654,3.732856,3.7678502,3.751803,3.654161,3.7637799,3.7648156,78.05388,0.31103492,80.69472,78.80469,80.09047,87.524994,79.92468,79.958565,136.0312,136.99635,136.39264,138.06017,136.4035,135.92502
358.61496,3.7544005,3.7614412,3.7499547,3.839056,3.7074764,3.7562115,77.28023,0.3351419,78.93242,78.77843,79.92788,73.93772,84.27759,80.233696,136.6881,136.36877,135.66817,133.64166,136.82426,135.28954
358.5438,3.743867,3.7024806,3.74961,3.7359314,3.8748376,3.7188883,77.4396,0.3413528,79.64373,82.91056,80.03404,81.19144,71.96661,82.89721,136.27016,134.44673,135.85709,136.3134,132.1309,136.19186
359.53058,3.7443488,3.7327192,3.7501237,3.7189627,3.8429015,3.6802912,77.47308,0.30482474,79.56493,81.12884,80.07725,82.80644,74.306274,86.11434,136.23325,135.34457,135.8593,136.61649,133.19211,137.49332
358.08957,3.743773,3.735641,3.7440205,3.8602173,3.6430118,3.6743815,77.3876,0.37101132,79.508766,80.372406,80.3511,72.06384,88.97617,86.103325,136.11214,135.43343,135.78036,133.05731,137.68149,137.69072
360.89313,3.7416127,3.748032,3.7627985,3.8885708,3.8099325,3.7642825,77.31717,0.30905187,79.75214,79.81736,79.34432,70.808815,76.738716,80.38683,135.88817,135.7423,135.78813,132.3817,134.53735,135.24594
358.82306,3.744927,3.731131,3.755682,3.7899914,3.7471728,3.663331,77.60881,0.37758225,79.75929,80.90798,79.50623,77.179085,81.2732,86.89701,136.34402,135.56644,136.00227,135.13086,135.63661,137.988
357.124,3.7523746,3.724802,3.7465649,3.711131,3.6539724,3.7683702,77.556755,0.37190714,79.18901,81.20292,79.92603,82.84944,87.7432,79.01691,136.7985,135.11374,135.93349,136.98058,137.59155,134.78386
358.8831,3.728844,3.779702,3.7526283,3.8141038,3.78216,3.777671,77.33165,0.30718488,80.39371,77.51197,79.867195,75.48279,78.656555,78.92106,135.36482,136.82013,135.69499,134.0053,135.01004,134.68233
359.60056,3.722471,3.7782314,3.7505515,3.8478613,3.7777169,3.8276303,77.50406,0.327117,80.886406,77.76913,80.12665,73.48686,79.20548,75.736244,135.11902,136.968,135.90547,133.5074,134.94006,133.07854
359.54672,3.7487357,3.717025,3.7549777,3.7359195,3.7237008,3.665811,77.34519,0.30553123,79.31149,81.96596,79.80469,81.59684,83.26755,87.33459,136.42816,134.62236,135.68633,135.92552,136.2244,137.67744
358.6753,3.7268345,3.717822,3.7444317,3.7142634,3.8604736,3.751244,77.57809,0.3293372,80.53326,81.78768,80.450165,83.109924,72.956024,80.498695,135.32367,134.95865,135.96838,136.47322,132.23413,135.68982
360.1414,3.7345455,3.7704616,3.763261,3.6380582,3.889471,3.6536334,77.720634,0.3570786,80.32651,78.4266,79.28078,89.08999,70.89748,87.99986,135.89622,137.03223,136.0541,138.61015,132.42015,138.49368
359.87457,3.744207,3.75478,3.7515128,3.8647268,3.690512,3.825657,77.21204,0.32910743,79.53375,79.11537,80.06946,72.50484,85.349525,75.89362,136.10349,135.96489,135.67876,132.4302,136.97076,133.09084
360.44986,3.747814,3.7414732,3.7549126,3.6994433,3.639195,3.8438842,77.61321,0.34491494,79.4967,80.525345,79.91313,84.6679,89.545906,74.74846,136.50551,135.76595,135.95496,137.29817,138.30429,133.03624
359.51135,3.74617,3.701229,3.752068,3.7453387,3.7416017,3.8282082,77.72854,0.33926487,79.7984,83.04128,79.9515,80.64211,81.84494,75.59895,136.53694,134.46994,136.15334,136.18733,136.71443,133.20258
360.18045,3.743747,3.7515833,3.757257,3.7903404,3.8826196,3.7277849,77.69243,0.336195,79.8828,79.802444,79.66201,77.616394,71.65652,82.69951,136.3639,136.21696,136.0862,135.30661,132.10274,136.55383
357.96863,3.7526808,3.731002,3.7503638,3.647439,3.8705828,3.6782413,77.475716,0.35681304,79.14699,80.87325,79.85628,87.83117,71.72201,85.82993,136.76099,135.34059,135.85684,137.68486,132.09465,137.44646
358.40466,3.7432559,3.774483,3.7566483,3.7587216,3.76354,3.6615553,77.49721,0.35859138,79.71648,77.95327,79.373474,79.451584,79.956566,87.10277,136.20386,136.96126,136.00238,135.648,135.10742,137.82501
360.27817,3.73572,3.7574046,3.7626734,3.8001728,3.7229998,3.7170393,77.549324,0.34157464,80.249825,79.29387,79.29906,76.99508,82.75414,83.61634,135.74168,136.2522,135.91705,134.86026,136.64503,136.92822
358.22577,3.7498093,3.7652378,3.7541885,3.8085682,3.8783672,3.6484594,77.3985,0.34902808,79.3298,78.42427,79.6445,75.86243,71.58065,88.08673,136.536,136.44498,135.81538,134.2212,132.11737,138.03058
361.4229,3.742264,3.790723,3.7564056,3.8359368,3.8680408,3.691041,77.585045,0.29181594,80.00273,77.177635,80.0737,74.7599,73.20011,85.627716,136.1431,137.4256,136.02547,133.9891,132.71063,137.62534
359.7952,3.7606208,3.699473,3.7544818,3.8378434,3.7984614,3.710201,77.24144,0.34006828,78.59029,82.99544,79.84908,74.24689,77.173645,83.72771,137.0499,133.79996,135.57289,133.52432,134.4179,136.46783
360.00134,3.7584708,3.6966555,3.759185,3.7553463,3.7908785,3.7523715,77.260445,0.3585719,78.75945,83.180466,79.569046,80.072464,77.808754,80.81434,136.71875,133.87378,135.72185,135.84067,134.48953,135.49124
359.32108,3.7315464,3.7636647,3.7486565,3.7353406,3.8137348,3.6875963,77.19087,0.3103351,80.15647,78.528885,80.21937,81.47206,76.637596,85.57187,135.37769,136.19818,135.49579,136.35886,134.02158,137.03954
357.62683,3.7436545,3.7868764,3.7423012,3.702984,3.7738907,3.6872816,77.48107,0.37839702,79.53762,77.08264,80.347305,83.32367,79.06862,84.98639,136.32655,137.39937,135.84952,136.66357,135.11122,137.07425
360.43036,3.7458563,3.8077843,3.7587645,3.794322,3.8216186,3.6986794,77.639,0.3087752,79.74627,76.04424,79.64753,77.33426,75.86435,84.99573,136.41505,137.92354,136.09998,135.1063,134.33511,137.24037
358.6025,3.755054,3.7439144,3.7506304,3.721601,3.6931467,3.7639337,77.3226,0.32267755,79.026726,79.8712,79.888954,82.1781,85.338036,79.9048,136.81894,135.68182,135.7127,136.45453,136.39124,135.18205
360.08618,3.739542,3.7282875,3.7524295,3.7058249,3.735895,3.8390534,77.68572,0.34740904,80.0741,81.15279,80.02411,83.70641,82.68602,74.8387,136.2438,135.34782,136.07886,137.12012,136.0902,133.0753
357.933,3.74914,3.7649503,3.7511945,3.725741,3.6316562,3.6827815,77.37184,0.31559098,79.30462,78.296875,79.77249,81.886604,89.69211,85.36464,136.60994,136.57939,135.73286,136.52046,137.92804,137.13228
360.15277,3.7424953,3.7252507,3.7524974,3.6663203,3.7490726,3.6512852,77.363045,0.36321333,79.71571,81.55317,80.08786,87.15983,81.9999,88.48525,136.21567,134.86679,135.63072,137.20135,136.30893,138.4885
360.61673,3.735211,3.7726607,3.7516112,3.7466574,3.8877096,3.632279,77.53534,0.34042466,80.32234,78.36326,80.217606,80.766716,71.300896,89.91839,135.7159,136.89209,135.7581,135.94836,131.73892,138.7308
359.98346,3.7464325,3.7289224,3.7473412,3.7678502,3.8851686,3.833863,77.37275,0.3433675,79.445435,81.26652,80.38283,78.84888,71.388855,75.3496,136.30128,135.17548,135.62883,135.90283,131.4791,132.9337
358.38202,3.7186792,3.785254,3.7513294,3.8107681,3.755115,3.6728866,77.26277,0.32223237,80.84285,77.153854,79.79945,75.2952,80.03338,86.273026,134.72484,136.73973,135.62756,134.5187,135.16719,137.57373
359.63467,3.7462142,3.7710092,3.7557943,3.622192,3.8290188,3.747171,77.68302,0.31126237,79.67538,78.50812,79.69703,89.88012,75.219246,81.16884,136.4475,136.70647,136.06638,138.18636,133.78133,135.71445
359.6147,3.7412388,3.7262561,3.7438326,3.728441,3.722099,3.7198825,77.54872,0.33450243,79.9317,81.52204,80.67922,82.39618,83.07469,83.22445,135.98611,134.88562,135.83928,136.78131,136.58537,136.51587
359.14627,3.7445405,3.7253969,3.745827,3.8838282,3.6812966,3.7392256,77.55271,0.34548435,79.70011,81.25698,80.41162,70.80983,86.106636,81.514404,136.31621,135.37936,135.86368,132.64471,137.4656,136.16875
359.27893,3.7384934,3.7237768,3.7566648,3.8300414,3.6429682,3.6951928,77.75541,0.34728068,80.21834,81.487976,79.59841,74.77677,89.20948,84.900795,136.17982,135.52068,136.20892,134.7192,138.29678,137.46304
360.13663,3.7510667,3.7097547,3.7595387,3.751738,3.8036828,3.6850693,77.88658,0.35066092,79.67996,82.70555,79.508804,80.584015,77.20147,85.8432,136.91382,134.60262,136.3144,136.60287,134.6995,138.0639
360.5416,3.753354,3.7591588,3.7607753,3.7601593,3.7459054,3.6829634,77.65554,0.33124316,79.46016,79.35386,79.52267,80.01837,81.395096,86.0568,137.03807,136.3301,136.13496,136.09433,136.03851,138.0251
358.4892,3.7451863,3.681548,3.7543836,3.772917,3.7217488,3.7691512,77.23831,0.33069772,79.322075,84.00879,79.594086,78.4561,82.90835,79.41364,136.01024,133.36443,135.61028,135.16862,136.26321,134.65315
359.60654,3.7403815,3.7344568,3.7566788,3.815429,3.8134727,3.7088606,77.28476,0.33553365,79.98316,80.70535,79.60168,75.73331,76.59583,84.17415,135.85602,135.24132,135.63045,134.40694,133.82036,136.46284
359.81833,3.7468355,3.7215745,3.7478309,3.8539345,3.7827954,3.750313,77.97462,0.34612,79.998886,82.135414,80.44697,72.83493,78.518486,80.92271,136.82394,135.26437,136.3648,134.14261,135.26422,135.89247
358.0676,3.7305665,3.7986238,3.7560036,3.716836,3.8092115,3.7249322,76.943565,0.3535777,80.0273,76.16434,79.43094,82.65797,76.643585,82.71757,135.19824,137.17026,135.35959,136.22546,133.84613,135.50826
360.22192,3.7455451,3.7060232,3.7491806,3.736811,3.7789705,3.7089612,77.76033,0.33992648,79.704605,83.08465,80.47192,81.56653,79.20633,83.8858,136.57507,134.50769,136.13512,136.86185,135.43701,137.36217
359.1559,3.7457006,3.7535145,3.750212,3.7557232,3.6507237,3.656146,77.48577,0.31584623,79.69019,79.52771,79.95533,80.20495,88.733215,87.580986,136.28622,135.8927,135.83253,135.8098,137.69164,138.34209
361.71616,3.7465138,3.7413645,3.7578757,3.7907443,3.8982823,3.74016,77.76917,0.3681351,79.833176,80.5705,79.86487,78.12077,70.55069,82.155136,136.54913,135.74626,136.2313,135.29002,131.97075,136.42184
361.4108,3.7430093,3.7919054,3.7640696,3.6522498,3.8712995,3.6537313,77.53348,0.36545438,79.97504,76.83192,79.41644,88.31104,73.2375,88.58392,136.23936,137.43532,136.06087,137.64166,132.82687,138.05328
358.66522,3.7447095,3.7057452,3.7536175,3.6250222,3.838127,3.7196743,77.640175,0.31813562,79.62265,82.786,79.71952,89.450645,74.61043,82.93211,136.34721,134.53741,135.97603,138.11821,133.47876,136.64912
360.06906,3.7463706,3.7290857,3.7517257,3.7997115,3.8001175,3.695584,77.60288,0.32085449,79.61019,81.19728,80.12476,77.192314,77.24411,84.989655,136.43898,135.35788,135.98224,134.95683,135.00688,137.19714
359.654,3.739162,3.7328684,3.7522745,3.6532843,3.646068,3.7862449,77.48625,0.350798,80.06602,80.92868,80.00645,87.54452,88.7693,78.362495,136.08505,135.28018,135.83492,137.77391,137.74467,134.67842
357.1531,3.7332194,3.7651935,3.7563508,3.747607,3.8190286,3.6661477,77.533585,0.3491507,80.22594,78.506676,79.24352,80.16977,75.673645,86.30373,135.73485,136.76913,135.91423,135.61244,134.05258,137.964
359.17728,3.738992,3.7404864,3.7476797,3.6309671,3.8625364,3.772143,77.34559,0.31591147,79.96096,80.253685,80.2647,89.36479,73.20999,79.274635,135.90916,135.41588,135.64941,137.76093,132.71602,135.12773
359.14526,3.740902,3.8116817,3.7521684,3.729472,3.677286,3.705486,77.31836,0.35262364,79.79247,75.30118,79.89357,81.90347,86.56162,84.33974,136.02515,138.04616,135.78581,136.2958,137.22365,137.00378
357.42947,3.7395635,3.7733366,3.7468631,3.7643554,3.7297919,3.6814148,77.519066,0.33529702,79.94429,78.0161,79.999664,78.92781,82.381935,85.295235,135.96924,136.89989,135.98183,135.77954,135.99142,137.17278
359.01025,3.7359602,3.792326,3.7492685,3.7156873,3.6788313,3.715513,77.48238,0.3356892,80.14837,76.90878,80.06873,82.87608,86.257324,83.57313,135.95671,137.3809,135.77711,136.36139,137.55905,136.73305
359.7932,3.7360024,3.7835379,3.7498097,3.7250595,3.6835246,3.714559,77.45651,0.32550296,80.08917,77.246185,80.2321,82.5132,86.349495,83.81249,135.7961,137.0182,135.85213,136.27238,137.52237,136.8645
360.19232,3.7497194,3.695534,3.756506,3.749365,3.7771137,3.7635787,77.37828,0.34088808,79.37263,83.464676,79.81368,80.62328,79.25599,80.16362,136.39116,133.68997,135.8342,135.68251,135.34238,135.35925
358.73322,3.7440226,3.7194777,3.748203,3.7212338,3.8012934,3.6781788,77.2355,0.32670307,79.61746,81.71041,80.189835,82.631226,77.144875,86.17778,136.02322,134.65114,135.61115,136.2884,133.97308,137.42566
359.8477,3.7578483,3.7633343,3.7520943,3.7944925,3.827001,3.67398,77.34608,0.33494994,78.785965,78.723755,80.09096,77.15432,75.38661,86.63933,136.96364,136.36511,135.69882,134.76392,134.01001,137.68959
359.58752,3.7418246,3.787774,3.7503757,3.7879894,3.8992884,3.7027762,77.44473,0.32503444,79.87648,76.98558,80.079704,77.49033,70.68404,84.489746,136.03401,137.31404,135.84404,134.95708,131.3607,137.16719
359.64316,3.7451508,3.7792654,3.7554634,3.8815942,3.9073827,3.6590137,77.61777,0.32446086,79.831436,77.969475,79.776245,70.91504,70.16638,87.721115,136.35919,137.28067,136.00922,132.91939,131.56372,138.1852
359.4126,3.753456,3.7778068,3.7459142,3.8349876,3.7761526,3.7574837,77.554344,0.3408385,79.2196,78.02984,80.455086,74.533745,79.140236,80.58887,136.89926,137.05551,135.87926,134.01149,135.04514,135.46713
358.4994,3.7349193,3.7499428,3.748217,3.6999416,3.706858,3.7199504,77.48079,0.31969628,80.08934,79.53113,80.03706,83.67409,83.871864,82.73256,135.86832,136.08255,135.81644,136.85915,136.57855,136.34732
358.9358,3.7373295,3.7586749,3.7557406,3.6532733,3.6640277,3.7149875,77.58594,0.31533745,80.22882,79.09721,79.70155,87.75275,87.54235,83.557396,135.9298,136.27719,135.93439,137.7049,137.78714,136.91937
360.90955,3.7403789,3.7109506,3.7588189,3.8840866,3.6995656,3.675136,77.68978,0.2965532,80.091805,82.58598,79.77885,70.815315,85.086845,87.04074,136.20947,134.61551,136.22836,132.79378,137.16866,138.22269
358.47263,3.7367284,3.7511845,3.7521405,3.6701849,3.6988773,3.6772234,77.038246,0.33786672,79.86221,79.3543,79.83022,86.56049,84.85397,85.89696,135.62297,135.6401,135.5168,136.71698,136.8542,137.04297
361.00845,3.7398887,3.764322,3.7570465,3.801767,3.8922381,3.8303525,77.52038,0.32687068,80.05846,78.9213,79.88382,77.10885,71.625656,75.590416,136.0014,136.2927,135.85161,135.21841,131.64586,133.18889
357.73138,3.7230854,3.7364924,3.75066,3.7312076,3.6530952,3.6505504,77.43528,0.36116612,80.89113,80.357216,79.75684,81.39287,87.16612,87.718,134.97346,135.55017,135.88655,136.423,138.07141,138.12856
358.2507,3.7507908,3.7312963,3.745644,3.7893465,3.877713,3.6924174,77.295685,0.3322874,79.213554,80.71256,80.21433,77.053955,71.95819,84.85651,136.60661,135.16182,135.64667,134.95018,131.77469,137.1641
359.82883,3.7404292,3.691656,3.7608702,3.7291574,3.7611384,3.8869615,77.48143,0.3621291,79.990265,83.38514,79.342606,82.05726,79.8608,71.57587,135.99217,133.52876,135.99109,136.34694,135.675,131.21152
358.1524,3.7470653,3.7029529,3.7436883,3.630444,3.7938266,3.6322012,77.07553,0.33455488,79.251755,82.56049,80.24804,89.41931,77.88032,89.27235,136.01128,133.98567,135.48953,137.38124,134.54652,138.1711
358.57724,3.7499926,3.7328985,3.7538917,3.6720104,3.6771219,3.6306386,77.202446,0.33765873,79.23101,80.63986,79.71252,86.61986,86.17805,89.58346,136.2348,135.05748,135.63283,137.03247,137.32062,138.418
357.66635,3.750378,3.7411637,3.7525187,3.6543102,3.6633995,3.8104446,77.532974,0.3744996,79.408905,80.196465,79.55116,87.033165,87.133965,76.351,136.68588,135.83842,135.92746,137.61658,137.56824,133.65288
359.29153,3.737007,3.7559557,3.756705,3.693643,3.7453475,3.7976222,77.93404,0.35601348,80.508095,79.30837,79.68838,84.65832,81.21628,77.231636,136.35277,136.5699,136.31741,137.41992,136.4994,134.57516
359.0906,3.7572823,3.782218,3.7470305,3.840203,3.7232838,3.6967027,77.40745,0.3089612,79.0052,77.61115,80.266525,73.660095,82.86934,84.702805,136.94556,137.07193,135.76526,133.74223,136.37051,137.03218
359.5625,3.7415867,3.7665966,3.7504394,3.7678483,3.819406,3.6648529,77.74582,0.337816,80.09852,78.77454,80.2015,78.96248,76.065994,87.24784,136.33353,136.8808,136.18013,135.9031,134.39735,138.28185
358.5881,3.7484567,3.7305846,3.7582693,3.760278,3.6456008,3.7630126,77.16176,0.34604686,79.20327,80.89281,79.26457,79.53388,88.946205,79.95601,136.22119,135.07123,135.58954,135.29146,137.21666,135.11203
359.46246,3.7416494,3.732391,3.7549846,3.6206396,3.7598562,3.6981294,77.331184,0.32928348,79.76564,80.84818,79.726585,89.833755,80.005875,84.95736,136.08482,135.29466,135.68645,138.27002,135.27365,136.69153
358.94247,3.7422674,3.7619712,3.7500188,3.7319012,3.872699,3.7166173,77.63148,0.34353876,79.906265,79.10682,80.05625,81.31462,72.027756,83.12656,136.2888,136.64207,135.93202,136.16856,132.2962,136.85002
359.57693,3.7282207,3.6500323,3.7545395,3.8827727,3.8211246,3.7833085,77.48815,0.34167966,80.60182,86.340065,79.76764,70.641426,75.82304,78.606865,135.54875,131.89783,135.8329,132.57986,133.82396,134.86174
358.45978,3.739283,3.6859093,3.7523856,3.8493626,3.8823295,3.7706254,77.49555,0.34535116,79.865616,83.98735,79.8355,72.75353,71.07344,79.25414,136.04387,133.41632,135.96562,133.3893,131.67162,135.22455
359.89294,3.7409313,3.7103236,3.7476969,3.697098,3.8519,3.822971,77.4906,0.3241483,79.816315,82.646866,80.30332,84.62578,73.71775,75.77571,136.13327,134.3692,135.8711,137.0386,132.82568,133.62645
361.44235,3.7361724,3.7506168,3.7514606,3.7371495,3.7587543,3.6886415,77.33463,0.34704098,80.16094,79.97432,80.47133,82.0918,80.81809,85.846275,135.77838,135.7456,135.70766,136.16315,135.47768,137.69061
358.55435,3.7365837,3.7664359,3.7456203,3.8247223,3.7926595,3.6497817,77.619064,0.32072037,80.11637,78.70863,80.330215,74.375626,77.86151,87.88254,135.94948,136.7323,135.9305,134.67397,135.26353,138.6519
358.5409,3.7370245,3.751136,3.7548447,3.7660968,3.66276,3.7638028,77.18212,0.34815788,79.83809,79.25893,79.5868,79.16267,88.00527,79.84554,135.66481,135.77419,135.60858,135.2917,137.35487,134.75853
