N,alpha_1,alpha_2,alpha_3,alpha_5,alpha_6,alpha_7,r,sigma,x0_1,x0_2,x0_3,x0_5,x0_6,x0_7,y0_1,y0_2,y0_3,y0_5,y0_6,y0_7
359.97784,3.7419071,3.7311966,3.7568085,3.7736495,3.7157812,3.7908967,77.536224,0.37005335,79.93618,81.18505,79.73693,78.8739,83.501465,78.091156,136.04137,135.22917,135.98643,135.37059,137.02223,134.5403
359.91034,3.7480915,3.757545,3.7492669,3.8132439,3.7565105,3.7361624,77.79618,0.31539142,79.6317,79.32403,80.26177,75.882355,80.6642,81.8741,136.68785,136.52864,136.04218,134.97398,135.84315,136.41519
358.69235,3.7385044,3.7493196,3.7568703,3.7464945,3.8031716,3.6811988,77.48458,0.3292938,80.01523,79.61913,79.47395,80.76954,76.72435,85.705025,135.94055,135.96443,135.94278,135.63478,134.18068,137.53911
356.7223,3.736763,3.7210011,3.7493572,3.7322128,3.8708348,3.7123744,77.3176,0.36706358,79.941696,81.502945,79.71756,81.009514,71.96821,82.87436,135.90143,134.86894,135.60338,136.02605,132.05145,136.20251
359.8554,3.7394688,3.7358344,3.7545133,3.811067,3.6482356,3.7551775,77.25327,0.31263533,79.848305,80.58407,79.803406,76.1271,88.53082,80.68353,135.77588,135.3582,135.5777,134.59218,137.62999,135.39561
356.6442,3.7431414,3.7890966,3.7444715,3.8192458,3.6358676,3.6680944,77.19509,0.34244946,79.52674,76.41392,79.99455,74.67469,89.504776,86.396194,135.95119,137.42743,135.52734,133.9231,137.87881,137.55652
359.70267,3.7390795,3.697957,3.758679,3.8435683,3.6670418,3.6817179,77.769394,0.3569855,80.098915,83.11809,79.520226,73.57264,86.9653,85.997795,136.2338,134.04282,136.09029,134.1884,137.73093,137.60959
360.36792,3.7600496,3.764648,3.753536,3.7353485,3.9047968,3.7146997,77.43641,0.3144325,78.73035,78.695274,79.974075,81.952,70.122665,83.86643,137.04185,136.04097,135.842,136.18631,130.85701,136.9429
357.96713,3.7384357,3.7744322,3.7497337,3.8301713,3.8528316,3.8085444,77.17746,0.34605607,79.84307,77.82762,79.93728,74.13628,73.572136,76.696236,135.68048,136.9024,135.63261,133.59676,132.67542,133.20299
358.47247,3.7535574,3.8050992,3.749934,3.8480422,3.7134001,3.7218776,77.333,0.343549,78.955864,75.78202,79.9821,73.16674,83.2757,82.913925,136.74524,137.94478,135.61917,133.6057,136.71161,136.22665
359.3084,3.727054,3.7465196,3.7548993,3.7001426,3.8086126,3.655758,77.74008,0.3555701,80.770706,80.16913,79.63371,83.97513,76.62289,87.65404,135.59085,136.33478,136.15094,136.86295,134.82796,138.13255
358.4216,3.7489736,3.7619598,3.751747,3.6302156,3.9001904,3.7128985,77.592606,0.31405976,79.52737,78.96716,79.85147,88.90277,70.38309,83.13105,136.60368,136.67838,135.96011,137.94456,131.27681,136.72931
359.55933,3.728685,3.6983366,3.7613187,3.6547885,3.742804,3.735717,77.55329,0.30020863,80.579956,83.08474,79.31836,87.40136,82.0094,81.93994,135.46846,134.13846,135.9719,137.98401,135.87154,135.99265
359.50006,3.7394376,3.7856479,3.7527063,3.622056,3.700388,3.7946513,77.67991,0.30774626,80.06811,77.41853,79.93501,89.86103,84.34636,77.97286,136.10051,137.46828,136.09099,138.2458,137.09691,134.36783
360.0048,3.740289,3.722591,3.756704,3.7948565,3.8470585,3.6411462,77.75439,0.32079446,80.08753,82.014435,79.76319,77.024376,74.088684,88.87569,136.16039,135.27304,136.18489,134.81116,133.36008,138.68886
358.34525,3.7315853,3.7618103,3.750712,3.753512,3.8026865,3.748657,77.59045,0.3154302,80.47771,79.03113,79.947205,79.95524,76.91387,80.59976,135.62093,136.57404,135.97757,135.6867,134.43677,135.52751
360.83954,3.7381465,3.7530558,3.7549326,3.7075472,3.700088,3.739256,77.506905,0.3263464,80.16936,79.5945,80.089165,83.978775,85.4005,82.23381,135.88162,136.08058,135.8863,136.95195,136.80908,136.08255
359.76453,3.7350974,3.7311018,3.7523541,3.7618883,3.7043018,3.6868317,77.29855,0.34511483,80.04992,80.862946,80.10042,79.86653,84.861755,85.4968,135.62354,135.12817,135.70714,135.62349,137.002,137.19849
358.4487,3.7311602,3.7855754,3.7557495,3.7255726,3.8267674,3.7775793,77.19021,0.36312515,80.23879,77.005936,79.423164,82.26206,74.96183,79.15537,135.30795,136.8005,135.58679,136.16518,133.42377,134.6651
358.65616,3.7374632,3.782651,3.7552373,3.8201945,3.7149215,3.7858543,77.260925,0.350817,79.94107,77.16917,79.56965,75.2544,83.25925,78.23255,135.7483,136.76065,135.6221,134.20056,136.37688,134.16821
358.71793,3.729964,3.839464,3.7593193,3.7073398,3.710421,3.7284129,77.28005,0.35909772,80.205864,73.28591,79.22438,83.75374,84.127975,82.45869,135.3182,138.72289,135.78964,136.7691,136.41475,135.89651
359.61215,3.7396803,3.7456455,3.7543936,3.883152,3.683564,3.726846,77.40827,0.3158987,79.86474,80.00698,79.80205,70.906044,85.98497,83.071266,135.91803,135.71222,135.87982,132.29369,137.16322,136.19397
360.55328,3.750158,3.7316477,3.7614205,3.7927458,3.767002,3.701326,77.91607,0.3769749,79.607994,81.061714,79.46762,77.32787,80.02704,84.462326,136.85658,135.60887,136.25243,135.46385,135.815,137.64029
360.18155,3.740759,3.7076964,3.7522616,3.784676,3.7336335,3.7445948,77.70128,0.30574793,80.157074,82.701454,80.14352,78.05391,82.410194,81.540436,136.21167,134.4192,136.02405,135.36038,136.66261,136.10986
359.40112,3.7452054,3.7265916,3.751528,3.629421,3.8991835,3.7799177,77.693115,0.2969912,79.91161,81.33263,80.0602,89.8133,70.70525,78.81361,136.51172,135.13058,136.03653,138.11838,131.57281,135.06161
360.25952,3.7464714,3.765292,3.752271,3.6711855,3.8902762,3.7306619,77.54287,0.33998692,79.5254,78.8034,80.0984,86.46523,70.73481,82.43501,136.3608,136.53185,135.86241,137.54724,132.1403,136.29327
358.26263,3.742312,3.7488923,3.747308,3.7623398,3.7300444,3.7636294,77.04147,0.33047676,79.540955,79.4728,80.075966,79.647255,82.31182,80.044624,135.7658,135.46597,135.49648,135.26443,135.7316,134.88748
360.08276,3.7365527,3.733569,3.7558098,3.8442447,3.9070997,3.6967685,77.565475,0.3099049,80.22319,80.80468,79.831116,73.263626,70.24295,84.92791,135.89922,135.22589,135.96684,133.90106,131.20576,137.24332
359.12357,3.744514,3.8035161,3.747728,3.6426046,3.8206758,3.7315726,77.38699,0.33114046,79.59571,76.03768,80.174355,88.40035,75.5136,82.076645,136.21962,137.82565,135.75458,138.12225,133.89867,136.17062
359.33722,3.7515235,3.736338,3.7504814,3.7775755,3.7724745,3.7825913,77.68068,0.3146507,79.53349,80.68993,80.1532,78.13904,79.33122,78.57553,136.74438,135.7329,136.01857,135.97552,135.69998,135.02844
358.91,3.7451534,3.7790518,3.7509866,3.6892703,3.824445,3.7219894,77.157585,0.309135,79.26894,77.50555,79.89308,84.96058,75.695045,82.813934,136.1482,136.84119,135.53265,136.90631,133.56627,136.37003
360.03342,3.7574058,3.765608,3.7513187,3.6796684,3.866977,3.7487006,77.452736,0.32768273,78.95109,78.536896,80.17106,85.760635,73.11028,81.57068,136.8995,136.56712,135.8738,137.74522,132.36017,135.6847
358.1341,3.724545,3.722409,3.7516358,3.748605,3.8063006,3.7266803,77.08284,0.33857223,80.51768,81.32095,79.717026,80.6044,76.55934,82.24594,134.95631,134.62738,135.63997,135.9666,134.16806,135.81183
360.5694,3.7455375,3.7377915,3.7637136,3.836962,3.9032938,3.748316,77.52173,0.32759726,79.68449,80.63026,79.3493,74.240265,70.36546,81.385956,136.31575,135.40971,136.04318,134.30295,131.51366,135.81223
360.12335,3.7477858,3.722963,3.7578745,3.8330693,3.8745975,3.7526314,77.83059,0.3606447,79.72365,81.77493,79.721855,74.43107,72.13494,80.95843,136.6675,135.21887,136.22694,134.04852,133.05992,135.8699
359.6145,3.7356212,3.761722,3.7578254,3.825908,3.6971214,3.7647178,76.96049,0.3513796,79.85317,78.6857,79.51742,75.271194,85.17781,80.20808,135.35773,136.13316,135.35136,133.57266,136.72508,135.00319
360.4064,3.729985,3.8104796,3.7547574,3.868032,3.6800783,3.8829865,77.271164,0.35070166,80.37437,75.6041,79.88911,72.239746,86.70071,71.94711,135.35397,137.89265,135.68166,132.92513,137.25589,131.13683
358.63345,3.7399945,3.742218,3.7527332,3.745519,3.7372084,3.6430428,77.572365,0.33560705,79.88228,80.24752,79.812325,80.58736,81.54108,88.318596,136.08144,135.92061,135.98834,136.30495,135.93506,138.4877
359.66556,3.7425618,3.7578704,3.747923,3.696216,3.716601,3.6667395,77.6035,0.34925365,79.99312,79.45777,80.33404,84.41647,83.37888,86.91334,136.14919,136.20378,136.01723,137.08376,136.82082,137.98378
361.02676,3.73154,3.800468,3.7531374,3.6478431,3.6755736,3.7052944,77.618744,0.32524568,80.35204,76.60774,80.21258,88.29605,87.141945,84.482506,135.61372,137.82623,135.87814,137.78339,137.69035,137.30933
358.75662,3.753826,3.8311255,3.7482016,3.7214353,3.7110188,3.636629,77.48277,0.3161655,79.132996,73.99792,80.19379,82.698235,83.461464,88.93968,136.79721,138.90138,135.95169,136.28484,136.56818,138.65205
359.6419,3.7382557,3.7538338,3.7585688,3.656738,3.702713,3.7592165,77.42379,0.3193366,80.06647,79.49935,79.61606,87.49896,85.31695,80.22956,135.7991,135.99802,135.87071,137.77448,137.07683,135.23245
357.48477,3.7468953,3.765494,3.7503695,3.7011862,3.6429267,3.695345,77.416626,0.3437282,79.50097,78.60023,79.798676,83.442406,88.4251,84.29492,136.40668,136.6156,135.79767,136.9044,137.50461,137.07251
358.55557,3.736763,3.7530177,3.7559884,3.6825442,3.7108197,3.62691,77.549065,0.34238377,80.10838,79.40229,79.40202,85.12688,83.66793,89.995,135.87607,136.11595,135.94878,137.70856,136.59207,138.85732
359.63522,3.735182,3.7234318,3.753613,3.7574387,3.7412467,3.7613394,77.77372,0.35977262,80.338875,81.59735,80.00453,79.75369,81.7134,80.30681,135.97429,135.1839,136.04225,135.67189,136.52582,135.53677
359.7692,3.7559578,3.665093,3.7563698,3.6451285,3.7591858,3.7897127,76.952415,0.36161035,78.80955,85.23855,79.786766,88.70276,80.904045,78.56373,136.58777,132.45784,135.44055,137.09296,134.9996,134.02472
357.81152,3.7435377,3.7211726,3.7440886,3.823926,3.8750007,3.6859121,77.75239,0.34498358,79.87621,81.6512,80.24365,74.54704,71.77822,85.134415,136.41382,135.11899,136.005,134.11807,132.22649,137.57487
359.1732,3.751417,3.761943,3.7563972,3.681351,3.7081754,3.7591753,77.28177,0.36361393,79.151794,78.84679,79.49604,85.51935,83.62359,80.27368,136.51305,136.2056,135.66354,136.77107,136.61453,134.95525
360.09644,3.7454116,3.7922835,3.753416,3.7126791,3.6816375,3.6936598,77.5636,0.35421085,79.789505,76.73268,79.92709,83.40172,86.274,85.04029,136.37631,137.60045,135.93927,136.91391,137.2575,137.56906
360.2707,3.7504618,3.7299795,3.7585902,3.7021546,3.8039608,3.7232656,77.341835,0.3130685,79.31326,80.994804,79.67781,84.38319,77.176704,83.29257,136.4396,134.869,135.78806,137.06464,134.8193,136.55667
360.18484,3.7407384,3.7639694,3.761137,3.65593,3.6426156,3.6449761,77.27736,0.31972834,79.83693,78.630974,79.48627,87.84511,89.16296,88.90078,135.88896,136.24245,135.7649,137.6185,138.05734,138.13228
359.21097,3.7503192,3.7521095,3.7464294,3.8096578,3.8610709,3.764166,77.65194,0.35678458,79.523285,79.676796,80.45745,76.15426,73.05865,80.1951,136.59604,136.25967,135.85258,134.4983,132.24683,135.40852
358.4963,3.7457337,3.7204523,3.7495399,3.7552764,3.8581455,3.6277921,77.54313,0.33506376,79.69608,81.809006,79.92461,80.00107,73.03595,89.88142,136.45433,135.01328,135.93639,135.90523,132.8613,138.78903
358.89728,3.7478456,3.746211,3.7468448,3.6349292,3.8586717,3.729206,77.44887,0.34726274,79.507484,80.19655,80.27316,89.19718,72.80193,82.28702,136.4662,135.81732,135.82175,138.03008,132.88899,136.03181
357.97772,3.7398257,3.779077,3.7492998,3.654579,3.8053262,3.669154,77.19216,0.3218023,79.77738,77.76214,79.801315,87.64744,76.51772,86.482994,135.7823,136.72066,135.54828,137.46829,133.97365,137.3138
358.4337,3.744233,3.7193086,3.7587364,3.650152,3.8767645,3.650569,77.55083,0.36384404,79.655464,81.61867,79.28383,87.65097,71.79556,88.1436,136.38019,135.07646,136.00545,137.43936,132.09909,138.40993
359.53308,3.7323904,3.7144887,3.7582378,3.7259045,3.7535079,3.660298,77.43787,0.36802635,80.265785,82.06298,79.46927,82.33599,80.614456,87.66069,135.59921,134.76877,135.86488,136.58118,135.61388,137.78131
359.87936,3.750849,3.7383485,3.7569969,3.6681316,3.7602813,3.6535053,77.27533,0.34156144,79.213295,80.64018,79.611664,86.85548,80.539246,88.02388,136.394,135.38406,135.6733,137.2968,135.77176,138.1629
359.0264,3.738299,3.7349174,3.7542632,3.7607572,3.6574118,3.7974093,77.43646,0.34301627,79.92745,80.91942,79.652336,79.77633,87.71543,77.35543,135.87708,135.4137,135.8824,135.5899,138.03564,133.95456
361.5536,3.7353776,3.7795608,3.7611132,3.8814828,3.7118158,3.7028272,77.466805,0.35327214,80.22634,77.939224,79.73097,71.48026,84.55786,84.952774,135.74141,136.97897,135.93472,132.64957,137.10841,137.23419
360.6929,3.7440197,3.7403052,3.7568164,3.758483,3.6841366,3.7411864,77.83459,0.33419028,80.03382,80.56865,79.9191,80.14138,86.0616,81.73299,136.46893,135.6827,136.27223,136.1384,137.39195,136.48451
360.98773,3.7423623,3.7344098,3.761676,3.6526127,3.7125018,3.8361442,77.59754,0.39233038,79.95284,80.93355,79.58392,88.63493,84.15993,75.12528,136.33524,135.76526,135.96323,137.81845,137.14293,132.91203
358.1129,3.7429311,3.7478993,3.7526498,3.6750019,3.6742074,3.775642,77.46769,0.34711295,79.76512,79.633934,79.66551,86.214615,86.467255,78.68958,136.35178,135.60844,135.83952,137.25026,137.22113,134.91933
359.54657,3.7318022,3.7471747,3.7483315,3.674908,3.7939954,3.649454,77.56384,0.3388308,80.31446,79.83931,80.26974,85.998276,77.786964,88.2825,135.5685,135.78024,135.90097,137.37572,134.73724,138.78473
360.01987,3.7399614,3.7483907,3.7557597,3.7907844,3.7988994,3.759827,77.269424,0.34502003,79.89679,79.83732,79.76646,77.30984,78.14996,80.84018,135.8965,135.64417,135.64136,135.2721,134.41385,135.27481
360.28525,3.751119,3.6934059,3.756392,3.8793964,3.8247051,3.74098,77.532394,0.3438664,79.42375,83.77173,79.85129,71.66356,76.21204,81.7679,136.69832,133.7958,136.01474,132.40808,134.20505,135.99988
359.48178,3.7390647,3.8153286,3.7580416,3.6389585,3.6506445,3.7227542,77.42217,0.3304013,80.10635,75.28929,79.53966,88.793625,88.59741,82.90734,135.98244,138.06973,135.8826,138.0015,137.89447,136.49463
359.52368,3.744145,3.7428663,3.7478423,3.8196383,3.7459269,3.7262478,77.366425,0.34763014,79.49774,80.20887,80.29515,75.27649,81.5373,82.71396,136.19708,135.57239,135.65402,134.32321,135.71982,136.32602
359.71097,3.7415547,3.750496,3.750455,3.663397,3.651399,3.7786832,77.18306,0.35075197,79.59678,79.52592,80.04087,87.055504,88.54369,79.28867,135.91557,135.6128,135.56165,137.10468,137.64865,134.43053
359.7556,3.7248757,3.7574627,3.747582,3.6561196,3.8061182,3.7498176,77.03461,0.37433738,80.42766,78.99399,80.32892,87.56237,77.313736,81.39025,134.87224,135.94067,135.37701,137.0873,134.2464,135.44432
358.6527,3.7417943,3.7050939,3.7518466,3.7418659,3.829894,3.7283869,77.552505,0.34456587,79.900505,82.5821,79.79471,80.71357,75.10571,82.07201,136.21925,134.29868,135.95045,135.83675,133.71991,136.36002
357.55444,3.7344701,3.7485802,3.751519,3.8668072,3.644446,3.802638,77.16206,0.32600498,79.9675,79.410675,79.67898,71.78986,88.533745,76.93428,135.6265,135.58038,135.54427,132.82693,137.80258,133.44331
358.95477,3.74864,3.7330024,3.7568855,3.8672686,3.6689603,3.731658,77.46601,0.33815485,79.50231,81.07663,79.55271,71.65949,87.00987,82.1991,136.62553,135.52014,135.83823,133.26752,137.97151,136.2664
358.8528,3.752776,3.737634,3.74913,3.7693787,3.7349324,3.7233973,77.890045,0.3415625,79.50649,80.52656,80.11334,78.86688,81.80391,82.57136,137.04231,135.74814,136.18661,135.36504,136.25386,136.97588
359.03784,3.7519572,3.7467678,3.7553945,3.6451113,3.6856189,3.6540813,77.73347,0.35317606,79.303764,79.90706,79.633385,88.51515,85.606415,87.9182,136.7908,136.40515,136.08362,138.29622,137.75835,138.30974
358.58667,3.7552218,3.7472951,3.753064,3.6830328,3.650851,3.692094,77.74239,0.332069,79.25378,80.0627,79.79186,85.31745,88.362015,85.010544,137.05576,136.1304,136.19754,138.00099,137.9305,137.52667
361.84015,3.7434783,3.7458518,3.7562196,3.6982715,3.6554015,3.6784484,77.87372,0.3224696,80.02225,80.213974,80.1395,84.81442,88.71593,86.49514,136.50644,135.91487,136.34988,137.98488,138.27542,138.08496
358.73434,3.7498755,3.766278,3.7523763,3.8627458,3.8047721,3.6602492,77.25465,0.28869778,79.21742,78.390854,79.81846,72.02361,77.02336,87.613495,136.43869,136.33951,135.63092,132.94171,134.15465,137.71425
360.16245,3.7373245,3.7227635,3.7591748,3.786063,3.8961625,3.7332742,77.5128,0.33179733,80.12491,81.558365,79.59431,77.89717,70.666214,82.50238,135.82632,135.01982,135.87616,135.15816,131.70593,136.28671
358.50357,3.7441773,3.7703176,3.7495553,3.7119806,3.7142372,3.6839964,77.44462,0.33862793,79.625984,78.13435,79.928604,83.23653,83.15113,85.59128,136.24785,136.59743,135.83035,136.49988,136.82127,137.3885
359.12454,3.7537777,3.7471519,3.7551985,3.779535,3.7647493,3.7915542,77.49244,0.33320737,79.107864,79.92492,79.68932,78.18288,79.80523,77.779175,136.79364,135.86159,135.82011,135.45665,135.61885,134.3439
359.393,3.7440236,3.7289689,3.7552655,3.8013628,3.6708364,3.7840583,77.296196,0.34254193,79.53708,81.10106,79.76384,76.71333,86.95595,78.47777,136.16719,135.16275,135.68494,134.44225,137.72939,134.38785
358.9063,3.7238786,3.7687151,3.7508037,3.7411885,3.820749,3.6813827,77.30673,0.344027,80.784645,78.2935,79.96999,81.336136,75.89037,85.78171,135.06781,136.30786,135.71709,135.90819,133.36368,137.37842
359.12357,3.730551,3.7937996,3.7544708,3.737101,3.7479784,3.6948512,77.03087,0.32935253,80.18837,76.43779,79.723076,81.23748,81.1549,85.099014,135.2629,136.97018,135.39056,135.51424,135.97836,136.8977
357.25525,3.7380939,3.7504778,3.7436256,3.635883,3.725016,3.7185137,77.07465,0.3227181,79.735855,79.3806,80.14052,88.73874,82.48765,82.506516,135.72182,135.72653,135.52025,137.60152,136.19789,136.21837
359.69427,3.7274737,3.7452645,3.7542477,3.8407137,3.689959,3.7467673,77.633835,0.3470787,80.65489,80.144264,79.81673,73.576355,86.12478,80.93626,135.39577,135.89313,135.97777,133.66827,137.27437,136.29735
358.03592,3.7285762,3.7135727,3.7442775,3.7937841,3.6969347,3.694336,77.39716,0.342516,80.359566,81.77639,80.21221,76.83407,84.56201,84.87012,135.44151,134.58603,135.73984,134.65903,136.81265,136.90816
360.40073,3.7477007,3.764177,3.760617,3.841392,3.7612214,3.7011538,77.290955,0.34689647,79.2521,78.918175,79.404755,74.05992,80.386246,85.17973,136.33005,136.08994,135.77036,133.7909,135.20073,136.81201
358.5686,3.7455375,3.7007484,3.756839,3.7551177,3.8630962,3.8039708,77.33351,0.31395024,79.536964,82.808784,79.478264,79.78743,72.944855,76.91318,136.12909,134.11766,135.83072,135.52606,132.4777,133.71706
358.90527,3.7476504,3.7730014,3.7531722,3.788395,3.792503,3.6721797,77.5971,0.35739338,79.67423,78.09155,79.72001,77.31996,77.62588,86.151184,136.50519,136.97624,136.07898,134.96231,134.56812,137.74298
359.8041,3.7554176,3.7795398,3.7527537,3.8389242,3.7744803,3.6839807,77.84604,0.31769753,79.26682,77.94415,80.04958,73.90116,79.211174,85.57255,137.11725,137.42526,136.13803,134.20207,135.4436,137.80588
358.27698,3.7424166,3.790597,3.7516916,3.7165973,3.6605709,3.7371285,77.30406,0.33494377,79.63983,76.56662,79.706474,82.67442,87.35296,81.72792,136.12437,137.31435,135.5737,136.24731,137.65271,135.85338
359.42017,3.7472122,3.7793028,3.7450101,3.7752805,3.7221234,3.731204,77.25595,0.33743924,79.42303,77.58552,80.55013,78.31113,83.16428,82.28966,136.18013,136.7616,135.736,135.16272,136.10133,135.88979
357.56885,3.7368953,3.7305706,3.7440104,3.6710062,3.6987255,3.7046847,77.1377,0.32082987,79.85379,80.85723,80.165085,86.17281,84.58601,83.781334,135.61803,135.16948,135.48694,137.0686,136.53215,136.4093
360.15698,3.742339,3.712702,3.7546074,3.6884842,3.748042,3.795721,77.22439,0.34111258,79.77531,82.08147,79.72744,84.99339,81.326355,77.99061,135.80879,134.47406,135.60461,136.74057,136.00949,134.43399
359.63922,3.7270846,3.7851882,3.7545593,3.7859735,3.648761,3.6638296,77.36907,0.32221463,80.638336,77.13341,79.964264,77.37172,88.91876,87.12743,135.42278,137.08334,135.77509,135.27759,137.86452,138.1008
360.00635,3.7571547,3.7139237,3.758976,3.8684611,3.9021733,3.6643505,77.517,0.3769707,78.98288,82.40018,79.6372,72.331924,70.759384,87.71434,136.8701,134.61305,135.83717,132.78925,131.92226,138.00603
360.2495,3.739713,3.7879322,3.7573357,3.648685,3.6497939,3.7738664,77.47455,0.3485783,80.00681,77.24933,79.72346,88.49792,88.84718,79.444824,136.01718,137.24532,135.96764,137.72774,138.2345,134.91328
