N,r,sigma,x0_0,y0_0,alpha_0,x0_1,y0_1,alpha_1,x0_2,y0_2,alpha_2,x0_3,y0_3,alpha_3,x0_4,y0_4,alpha_4,x0_5,y0_5,alpha_5,x0_6,y0_6,alpha_6,x0_7,y0_7,alpha_7
357.39504409084964,77.92310767668532,0.0914145084807987,80.0972316961189,136.37243064663605,3.7378994040772153,80.10945136685436,136.473842115093,3.741052195380931,80.23611594897902,136.20646369133306,3.7427320902499597,79.85262624804146,136.29001415409022,3.748952827545371,80.50513493618251,136.4701753996057,3.740064922602039,80.50822716587342,136.48873155387705,3.74046687741729,80.61497747969817,136.18984165442862,3.7478264910258163,80.76984944914274,136.04662812095563,3.7431531421366864
357.3966896806037,77.9231316990502,0.08596509090280156,80.09632493649937,136.37181543906132,3.7378847926362155,80.10535154544694,136.47096265280695,3.741058140187539,80.2349089848542,136.20381181134786,3.7425340648888703,79.85435916220334,136.30499636381057,3.7488965709338102,80.50595392004237,136.46683929998758,3.740065615630717,80.50899710027484,136.48599796069138,3.741286090006275,80.61570780798816,136.18765670731946,3.746793212980075,80.77251492752113,136.04145496873687,3.7420936745287516
357.39504361751403,77.9231122716702,0.09135251698047325,80.09723226891364,136.37243100635914,3.737901277300058,80.10947353779724,136.47385741099382,3.74156668506498,80.2361260573918,136.20649180639037,3.74232251920349,79.8526400190782,136.29004483598155,3.749553151499876,80.50513443948995,136.4701774656717,3.7400657183178048,80.5082168034232,136.48872199835188,3.739461750174784,80.61495352110522,136.1898311880494,3.745785167072455,80.76984934092677,136.04659868911682,3.7423573945316804
357.3976312388686,77.92896333544836,0.08342456699313257,80.09590182989736,136.37152807431661,3.7378973531327095,80.09709684315598,136.46068486362353,3.7407364344257994,80.23663506481891,136.20776115428706,3.7427724205835218,79.85649149479667,136.30116172941152,3.749190178608974,80.50647733939138,136.4647078333126,3.7400783758264446,80.51118158522992,136.47889533881911,3.739531035468285,80.6160544570459,136.18664258610653,3.7467984183593437,80.76683086989594,136.05391405866797,3.7422285484687596
357.39647082671416,77.92623861042078,0.08399780178897176,80.09589794900164,136.37152535643386,3.737902761610047,80.09575007482373,136.45774078916955,3.7411855300678654,80.2356994988111,136.2046093149503,3.7424102654335396,79.85566272083237,136.30022480016368,3.7488550622245005,80.50635245551827,136.46521609928703,3.7400700141775407,80.50935268308034,136.4847170353772,3.741274619890429,80.61605815743496,136.18662843205428,3.7467928052578694,80.76386776250159,136.06221911952355,3.743184245408954
357.39505165958315,77.92314021116088,0.09137496529106297,80.09722975937105,136.37242945123504,3.7378917221178796,80.1094364310354,136.47381472175744,3.741286353207294,80.236113809566,136.20646072626474,3.7427275368696984,79.85262772252351,136.29003088064238,3.749174532127707,80.50513660535204,136.47016843970184,3.7400619370982846,80.50822970750731,136.4887231816296,3.7404760478342505,80.61496685697651,136.18983081009318,3.7467644368849884,80.76984912437864,136.04661719186709,3.7430432197309296
357.4304219847352,77.89715741562024,0.08403735227743021,80.08893258661634,136.36679826157396,3.737875851781557,80.08378993441883,136.45327978935632,3.7407684434574544,80.21189527049229,136.16359113410326,3.74336041850107,79.89043417354645,136.26041122204558,3.748972296597289,80.51200440738675,136.4421996953333,3.7401980520753986,80.51475798635747,136.46460251797433,3.740713507644656,80.62142296405491,136.17087925049765,3.7469023157703485,80.75294718411034,136.0958383046977,3.743041155994021
357.39883359180124,77.92008908801556,0.07822030253152945,80.09187337655517,136.3687939482708,3.737893456937083,80.10490491014679,136.46882965142694,3.7406689525314505,80.23166632538363,136.1981479233702,3.742532641891766,79.87438089021404,136.29476728213317,3.748750139545595,80.50974746682634,136.45138810848306,3.7401001796689544,80.51631794669615,136.4616979073114,3.74035225961594,80.61913480863812,136.17759737515095,3.7467907903020765,80.74852580209438,136.1037394019139,3.743051265181601
357.3981692534713,77.9310649602796,0.08512841995897841,80.09563685669828,136.3713489373388,3.737851539819151,80.1061778527674,136.47020253537104,3.7408922563319456,80.232748741554,136.19980501468388,3.742957490084316,79.86436338650218,136.30347386823115,3.7490264180395165,80.50674607493508,136.46361154476588,3.740048644536217,80.5110799365872,136.4791987276021,3.7403366942960248,80.61592335948627,136.1869750883277,3.7478085450680565,80.77220213034713,136.04403602321645,3.7422486023137695
357.3949646617929,77.92349900198995,0.08462065779044863,80.0971527951785,136.3723782615512,3.737824172731266,80.10958824368902,136.4740228202094,3.741558850428412,80.236058003732,136.2063014554897,3.7426181894029162,79.85294402846917,136.29093833153038,3.7491485808442047,80.50520569453904,136.46988574734624,3.740038558465973,80.5083208967882,136.48836870559848,3.739794326669723,80.61502969516779,136.18964639321987,3.746765968263983,80.76991332731674,136.0466005410602,3.7424857096102944
