N,r,sigma_r,sigma_t,x0_0,y0_0,alpha_0,x0_1,y0_1,alpha_1,x0_2,y0_2,alpha_2,x0_3,y0_3,alpha_3,x0_4,y0_4,alpha_4,x0_5,y0_5,alpha_5,x0_6,y0_6,alpha_6,x0_7,y0_7,alpha_7
357.26711458155114,77.85535131779885,0.02478240697305517,0.12425572982569824,80.01870913718379,136.31913672214066,3.7378906568918873,80.05815162755002,136.39391848174893,3.741621544518672,80.1765538453978,136.1325640722886,3.7431634446895434,79.86147321438679,136.24316857702553,3.748287081231226,80.5418692661109,136.3205145822915,3.73963683459414,80.64728610430431,136.4233913687665,3.7392402136207865,80.66460840902621,136.1125400910665,3.747053638428725,82.74401085680216,136.80685999614295,3.716143331690541
357.27096692607194,77.85708736758122,0.027155501051097743,0.11014685001275469,80.02085527496621,136.32059309911693,3.737906558142403,80.05563962173213,136.40818321377932,3.7409085828046402,80.17561097262258,136.15401214838994,3.743325350781688,79.8985116083186,136.22308840933138,3.747972811472132,80.5412492815484,136.32303933643723,3.7396227597960205,80.65375875778054,136.40028760236564,3.7376344476161405,80.66824862188155,136.10174610681975,3.7450224460999513,82.74643288425465,136.8048840492981,3.7159255628750607
357.2672027178735,77.85691824930124,0.027254460713397488,0.11496585884258603,80.01881078028762,136.31920557595865,3.737899243213913,80.05511560542847,136.40215020425364,3.7411763264751077,80.18785463765727,136.15521715188405,3.7426250609655236,79.90725170492307,136.2263121735319,3.7484740519549584,80.54183725343738,136.32064240196658,3.7395888661055716,80.64665959513393,136.42449851361994,3.7392206565362063,80.66606222948789,136.1081815475091,3.746096252305236,82.75047678749333,136.793393464496,3.7156037153585624
357.2682775928445,77.85452460962857,0.02779857696511203,0.11596935853586564,80.01817249043418,136.3187725569894,3.7378863636404107,80.05629911771413,136.39438903167238,3.74068193586533,80.18025862333148,136.14349544677194,3.7429266499118383,79.8973760965847,136.23596427004605,3.7482293596471616,80.54202172760466,136.31989455035708,3.739655773774464,80.6475459769338,136.42136431980342,3.7385348095047894,80.66634242111861,136.10732012321407,3.746044945840775,82.74529908112373,136.8071627658877,3.7156100202608515
357.2703995742138,77.8503428884351,0.024054019814687924,0.11660540395580014,80.01514730439551,136.31671956922557,3.737869581695735,80.11771900089317,136.34482375157015,3.7400704517884806,80.18863184235127,136.1465824145758,3.7424509095818794,79.89072828890264,136.22766029753095,3.748414622876925,80.54289612155306,136.3163337415232,3.739675076878036,80.64645486289878,136.42402459202714,3.739355006354827,80.67075724484206,136.0945175075391,3.7450209255938005,82.7504707937811,136.79300149235726,3.714837378049193
357.26734115229567,77.85238751870722,0.025769495843796814,0.11583534982542107,80.01701038197244,136.3179836799417,3.7378949363330802,80.05726584306517,136.39877063990724,3.740935872072795,80.19178299271381,136.162967165342,3.7434849331033666,79.89995584906713,136.231070560126,3.748278793465583,80.54235644590366,136.3185289784641,3.7396168894238655,80.65072153355649,136.41071746106635,3.738435460701318,80.66741793137753,136.1041993297471,3.746032991670376,82.74592216126362,136.80797238717287,3.714868909895796
357.2698668126258,77.85332644952182,0.027354513631019393,0.11869980865427458,80.01827230966306,136.31884025735883,3.7378895022429304,80.0553634982802,136.40210575983616,3.7414420488619258,80.17273483529938,136.14841396933332,3.7433882420113775,79.85845513305328,136.22721741562202,3.7484239000308612,80.54199418576209,136.3200072552574,3.7396653013916272,80.64767020842073,136.42226854847885,3.739225500223168,80.66746843410901,136.10433757048455,3.7460378613983107,82.74992540141399,136.80162658174245,3.714300435763957
357.2664070495452,77.85575003517755,0.024710839456975775,0.1152763736103763,80.01774952994147,136.31848561432201,3.737878099613398,80.06291866381483,136.3981943495254,3.7416211777935793,80.19525673148095,136.16464292543333,3.742973648552193,79.89804095788732,136.23370060930893,3.748198725974243,80.54214389719336,136.3193976442614,3.739669741122869,80.65065586044408,136.41120015460115,3.7377207824990992,80.66692626966622,136.10566605628424,3.746021568716099,82.74889707355204,136.7967765769287,3.715845987401403
357.2673950938985,77.85706715776595,0.02500776197793095,0.11612232833124111,80.02006046617272,136.3200538161209,3.737895646960634,80.05615188510193,136.40117264366972,3.7411740272320566,80.18650852191678,136.14140571534222,3.7429319650100865,79.87115030799364,136.24123157260746,3.7484669484556465,80.54147812019586,136.3221068112194,3.7396162873367165,80.6464897072715,136.42595852137174,3.739206439166701,80.66607493552759,136.1083585098838,3.7460411819198898,82.75158620719874,136.78891722543045,3.7158971916402117
357.2680227668813,77.85475583625082,0.024942157181506906,0.11765714315131102,80.01876959012961,136.31917792839945,3.737879335678259,80.0586119450275,136.4053439861416,3.7414244419046914,80.18503958801976,136.1671199065525,3.7436558947690517,79.93341214131814,136.22102886447095,3.747458640236305,80.54185123682532,136.3205906920474,3.7396863370824027,80.64775812237558,136.42201815706827,3.7385347785225322,80.666808764254,136.10619331814482,3.746039113887807,82.75429937056762,136.7826817891645,3.7146060837160495
